panel_id,hogar_id,ola,ano_encuesta,lat,lon,zona,region
P0578,1100578,1,2010,8.226051,-75.30661,2,9
P0579,1100579,1,2010,4.761709,-74.16344,1,1
P0580,1100580,1,2010,3.467485,-76.581917,1,3
P0581,1100581,1,2010,1.200592,-77.535024,2,8
P0582,1100582,1,2010,10.445905,-75.479051,1,5
P0583,1100583,1,2010,6.172336,-75.585534,1,2
P0584,1100584,1,2010,4.582593,-74.249696,1,1
P0585,1100585,1,2010,4.723109,-74.172693,1,1
P0586,1100586,1,2010,10.995155,-74.80564,1,4
P0587,1100587,1,2010,4.180275,-74.26704,2,1
P0588,1100588,1,2010,4.680293,-74.007817,1,1
P0589,1100589,1,2010,6.943927,-75.329057,2,7
P0591,1100591,1,2010,4.578265,-73.90419,1,1
P0592,1100592,1,2010,4.56133,-73.989574,1,1
P0593,1100593,1,2010,10.406766,-75.501159,1,5
P0594,1100594,1,2010,3.440108,-76.425717,1,3
P0595,1100595,1,2010,3.371066,-74.723594,2,1
P0596,1100596,1,2010,6.239874,-75.676164,1,2
P0597,1100597,1,2010,10.407219,-75.469,1,5
P0598,1100598,1,2010,3.382996,-76.479709,1,3
P0599,1100599,1,2010,5.579831,-73.056211,2,6
P0600,1100600,1,2010,1.407491,-78.145456,2,8
P0601,1100601,1,2010,1.789599,-77.396901,2,8
P0602,1100602,1,2010,3.421775,-76.598709,1,3
P0603,1100603,1,2010,4.64358,-74.186773,1,1
P0606,1100606,1,2010,11.070491,-74.791134,1,4
P0607,1100607,1,2010,10.403574,-75.445584,1,5
P0608,1100608,1,2010,10.891345,-74.789197,1,4
P0609,1100609,1,2010,6.327774,-75.634191,1,2
P0611,1100611,1,2010,4.633029,-73.993033,1,1
P0612,1100612,1,2010,10.412236,-75.487799,1,5
P0613,1100613,1,2010,10.963516,-74.778717,1,4
P0614,1100614,1,2010,10.438826,-75.5271,1,5
P0616,1100616,1,2010,6.614801,-75.611869,2,7
P0617,1100617,1,2010,10.356193,-75.521986,1,5
P0618,1100618,1,2010,3.579197,-73.970658,2,1
P0619,1100619,1,2010,10.3628,-75.452862,1,5
P0620,1100620,1,2010,6.210706,-75.71717,1,2
P0621,1100621,1,2010,7.327539,-75.52596,2,7
P0622,1100622,1,2010,10.434325,-75.452755,1,5
P0623,1100623,1,2010,6.236332,-75.530482,1,2
P0624,1100624,1,2010,4.664862,-73.973653,1,1
P0625,1100625,1,2010,5.868064,-73.781682,2,6
P0626,1100626,1,2010,1.753565,-77.634051,2,8
P0627,1100627,1,2010,6.16929,-75.510661,1,2
P0628,1100628,1,2010,5.518229,-72.853112,2,6
P0630,1100630,1,2010,3.384723,-76.470192,1,3
P0631,1100631,1,2010,5.496936,-72.744313,2,6
P0633,1100633,1,2010,3.37037,-76.600936,1,3
P0634,1100634,1,2010,4.584618,-74.080235,1,1
P0635,1100635,1,2010,3.375202,-76.531054,1,3
P0636,1100636,1,2010,10.92255,-74.832861,1,4
P0637,1100637,1,2010,9.075605,-75.468349,2,9
P0638,1100638,1,2010,8.468324,-75.749117,2,9
P0639,1100639,1,2010,4.668684,-74.006103,1,1
P0640,1100640,1,2010,1.696068,-77.649081,2,8
P0641,1100641,1,2010,4.601979,-74.001532,1,1
P0642,1100642,1,2010,6.253219,-75.621865,1,2
P0643,1100643,1,2010,6.317035,-75.567624,1,2
P0644,1100644,1,2010,4.769729,-74.048409,1,1
P0646,1100646,1,2010,6.256716,-75.623722,1,2
P0648,1100648,1,2010,6.721628,-75.035975,2,7
P0649,1100649,1,2010,4.659459,-74.05355,1,1
P0650,1100650,1,2010,10.975268,-74.868784,1,4
P0651,1100651,1,2010,3.546632,-76.481149,1,3
P0652,1100652,1,2010,4.601144,-74.049025,1,1
P0653,1100653,1,2010,8.366565,-75.568519,2,9
P0654,1100654,1,2010,3.960163,-74.213924,2,1
P0655,1100655,1,2010,6.276306,-75.603532,1,2
P0656,1100656,1,2010,4.573492,-74.097845,1,1
P0657,1100657,1,2010,1.468624,-77.327193,2,8
P0658,1100658,1,2010,4.606945,-73.963782,1,1
P0660,1100660,1,2010,1.940408,-77.33374,2,8
P0662,1100662,1,2010,5.892586,-72.638657,2,6
P0663,1100663,1,2010,1.48507,-77.328073,2,8
P0664,1100664,1,2010,2.018218,-77.358262,2,8
P0667,1100667,1,2010,4.683144,-74.166335,1,1
P0668,1100668,1,2010,6.330321,-75.677223,1,2
P0669,1100669,1,2010,10.95838,-74.893836,1,4
P0670,1100670,1,2010,4.181264,-74.779214,2,1
P0671,1100671,1,2010,6.108165,-73.489751,2,6
P0672,1100672,1,2010,5.402349,-73.034543,2,6
P0673,1100673,1,2010,3.462479,-76.456729,1,3
P0674,1100674,1,2010,1.486283,-77.481707,2,8
P0675,1100675,1,2010,10.463277,-75.510997,1,5
P0676,1100676,1,2010,7.77207,-75.643175,2,9
P0677,1100677,1,2010,6.37475,-75.468018,1,2
P0678,1100678,1,2010,8.551301,-75.448535,2,9
P0679,1100679,1,2010,5.859305,-73.052654,2,6
P0680,1100680,1,2010,6.070886,-75.318106,2,7
P0681,1100681,1,2010,0.9463,-77.097549,2,8
P0682,1100682,1,2010,3.386762,-76.49604,1,3
P0683,1100683,1,2010,4.56814,-73.972958,1,1
P0684,1100684,1,2010,4.76428,-74.098506,1,1
P0685,1100685,1,2010,6.184537,-75.610661,1,2
P0686,1100686,1,2010,7.060797,-76.433651,2,7
P0688,1100688,1,2010,4.534214,-74.136015,1,1
P0691,1100691,1,2010,8.514524,-75.51946,2,9
P0693,1100693,1,2010,3.480975,-76.49294,1,3
P0694,1100694,1,2010,4.603259,-73.952223,1,1
P0695,1100695,1,2010,6.273388,-75.511195,1,2
P0696,1100696,1,2010,5.737894,-73.107867,2,6
P0697,1100697,1,2010,4.676618,-74.15059,1,1
P0698,1100698,1,2010,6.72045,-75.905697,2,7
P0699,1100699,1,2010,3.495846,-76.555026,1,3
P0700,1100700,1,2010,3.426272,-76.512317,1,3
P0701,1100701,1,2010,6.255436,-75.549775,1,2
P0702,1100702,1,2010,10.376553,-75.562652,1,5
P0703,1100703,1,2010,1.392201,-77.626032,2,8
P0704,1100704,1,2010,3.501761,-76.489212,1,3
P0706,1100706,1,2010,8.546424,-75.314239,2,9
P0707,1100707,1,2010,4.599949,-74.246782,1,1
P0708,1100708,1,2010,4.185346,-74.769312,2,1
P0709,1100709,1,2010,4.761936,-74.143487,1,1
P0710,1100710,1,2010,8.341538,-75.441399,2,9
P0711,1100711,1,2010,1.82043,-77.02851,2,8
P0712,1100712,1,2010,3.692456,-74.342024,2,1
P0714,1100714,1,2010,4.646452,-74.16576,1,1
P0715,1100715,1,2010,3.461328,-76.420093,1,3
P0716,1100716,1,2010,4.681653,-74.056735,1,1
P0717,1100717,1,2010,6.198764,-75.470955,1,2
P0718,1100718,1,2010,1.333807,-77.424469,2,8
P0719,1100719,1,2010,10.451604,-75.512882,1,5
P0720,1100720,1,2010,7.066945,-75.522254,2,7
P0721,1100721,1,2010,4.034265,-74.654499,2,1
P0722,1100722,1,2010,8.102948,-75.222904,2,9
P0724,1100724,1,2010,6.126692,-75.521278,1,2
P0725,1100725,1,2010,10.345772,-75.536937,1,5
P0726,1100726,1,2010,8.306758,-75.193736,2,9
P0727,1100727,1,2010,8.382573,-75.535986,2,9
P0728,1100728,1,2010,4.616493,-74.03399,1,1
P0729,1100729,1,2010,6.250268,-75.658024,1,2
P0730,1100730,1,2010,3.533144,-76.587827,1,3
P0731,1100731,1,2010,5.862699,-72.580538,2,6
P0733,1100733,1,2010,4.439781,-74.381294,2,1
P0734,1100734,1,2010,1.428188,-77.572308,2,8
P0735,1100735,1,2010,4.847,-73.994376,1,1
P0736,1100736,1,2010,5.97966,-72.837407,2,6
P0737,1100737,1,2010,8.382772,-75.252634,2,9
P0738,1100738,1,2010,1.274844,-77.742639,2,8
P0739,1100739,1,2010,8.442538,-75.725915,2,9
P0740,1100740,1,2010,6.358381,-75.642089,1,2
P0741,1100741,1,2010,8.25121,-75.516612,2,9
P0742,1100742,1,2010,7.033493,-76.032653,2,7
P0743,1100743,1,2010,6.241556,-75.602748,1,2
P0744,1100744,1,2010,6.073129,-72.948733,2,6
P0746,1100746,1,2010,4.014535,-74.743309,2,1
P0747,1100747,1,2010,6.165877,-75.454556,1,2
P0748,1100748,1,2010,6.168231,-75.53843,1,2
P0749,1100749,1,2010,6.197459,-75.5013,1,2
P0750,1100750,1,2010,7.349942,-75.86924,2,7
P0751,1100751,1,2010,3.348578,-76.518887,1,3
P0752,1100752,1,2010,4.651673,-74.0135,1,1
P0753,1100753,1,2010,6.149269,-75.582294,1,2
P0754,1100754,1,2010,4.580705,-74.175809,1,1
P0755,1100755,1,2010,3.475059,-76.535221,1,3
P0756,1100756,1,2010,7.44267,-74.378337,2,7
P0758,1100758,1,2010,8.295323,-75.446997,2,9
P0759,1100759,1,2010,4.602234,-74.161015,1,1
P0760,1100760,1,2010,3.960841,-74.795507,2,1
P0761,1100761,1,2010,5.924262,-73.037253,2,6
P0762,1100762,1,2010,5.439706,-73.3204,2,6
P0763,1100763,1,2010,6.262279,-75.594756,1,2
P0764,1100764,1,2010,7.568516,-75.105359,2,7
P0765,1100765,1,2010,4.573182,-74.142318,1,1
P0766,1100766,1,2010,4.551892,-74.070162,1,1
P0767,1100767,1,2010,5.961749,-72.337085,2,6
P0768,1100768,1,2010,6.240577,-75.484642,1,2
P0769,1100769,1,2010,3.65232,-75.137473,2,1
P0770,1100770,1,2010,5.917036,-72.670628,2,6
P0771,1100771,1,2010,4.601139,-74.113213,1,1
P0773,1100773,1,2010,3.434874,-76.511965,1,3
P0774,1100774,1,2010,6.265974,-75.667718,1,2
P0775,1100775,1,2010,4.66736,-74.038149,1,1
P0776,1100776,1,2010,11.005055,-74.76965,1,4
P0777,1100777,1,2010,6.095314,-73.012712,2,6
P0778,1100778,1,2010,3.349047,-76.445631,1,3
P0779,1100779,1,2010,10.402267,-75.494574,1,5
P0780,1100780,1,2010,1.76063,-77.943841,2,8
P0782,1100782,1,2010,5.830518,-73.021983,2,6
P0783,1100783,1,2010,6.332916,-75.53803,1,2
P0784,1100784,1,2010,4.446267,-73.987656,1,1
P0786,1100786,1,2010,4.545491,-73.91138,1,1
P0787,1100787,1,2010,4.724148,-74.266513,1,1
P0788,1100788,1,2010,8.431949,-75.774388,2,9
P0789,1100789,1,2010,11.005758,-74.76828,1,4
P0790,1100790,1,2010,6.981725,-75.84093,2,7
P0791,1100791,1,2010,3.854923,-74.449365,2,1
P0793,1100793,1,2010,4.613484,-73.92238,1,1
P0794,1100794,1,2010,10.303032,-75.49771,1,5
P0796,1100796,1,2010,3.918158,-74.28367,2,1
P0797,1100797,1,2010,8.197056,-75.29362,2,9
P0798,1100798,1,2010,4.54099,-74.024057,1,1
P0799,1100799,1,2010,6.25046,-75.632159,1,2
P0800,1100800,1,2010,5.663187,-73.251669,2,6
P0801,1100801,1,2010,4.712101,-74.11296,1,1
P0802,1100802,1,2010,4.56891,-73.968692,1,1
P0803,1100803,1,2010,3.515885,-76.46739,1,3
P0804,1100804,1,2010,4.612326,-74.122161,1,1
P0805,1100805,1,2010,4.735676,-74.100198,1,1
P0806,1100806,1,2010,6.290797,-75.599948,1,2
P0807,1100807,1,2010,3.465085,-76.457745,1,3
P0808,1100808,1,2010,10.942161,-74.783311,1,4
P0809,1100809,1,2010,6.520244,-75.354085,2,7
P0811,1100811,1,2010,1.504391,-77.631447,2,8
P0812,1100812,1,2010,10.966162,-74.781021,1,4
P0814,1100814,1,2010,6.200801,-75.695437,1,2
P0815,1100815,1,2010,4.530539,-74.123253,1,1
P0816,1100816,1,2010,3.75654,-74.681883,2,1
P0817,1100817,1,2010,4.689355,-74.098618,1,1
P0820,1100820,1,2010,6.335046,-75.577835,1,2
P0821,1100821,1,2010,4.647598,-73.928453,1,1
P0822,1100822,1,2010,3.539445,-76.564004,1,3
P0823,1100823,1,2010,4.727831,-74.046991,1,1
P0824,1100824,1,2010,4.187654,-74.257778,2,1
P0825,1100825,1,2010,8.403038,-75.784651,2,9
P0826,1100826,1,2010,6.775623,-75.896457,2,7
P0829,1100829,1,2010,3.35914,-76.587358,1,3
P0830,1100830,1,2010,6.863976,-75.857106,2,7
P0831,1100831,1,2010,1.135733,-77.859966,2,8
P0832,1100832,1,2010,1.297215,-77.364627,2,8
P0833,1100833,1,2010,4.600441,-74.033743,1,1
P0834,1100834,1,2010,5.950411,-73.047909,2,6
P0835,1100835,1,2010,6.856083,-75.293304,2,7
P0837,1100837,1,2010,4.079827,-74.778641,2,1
P0838,1100838,1,2010,4.422437,-74.909989,2,1
P0839,1100839,1,2010,6.156366,-75.579126,1,2
P0841,1100841,1,2010,6.136854,-75.574127,1,2
P0842,1100842,1,2010,3.911399,-74.586119,2,1
P0843,1100843,1,2010,4.586888,-74.132471,1,1
P0844,1100844,1,2010,8.762928,-75.141276,2,9
P0845,1100845,1,2010,3.482612,-76.452228,1,3
P0846,1100846,1,2010,8.030092,-75.597729,2,9
P0847,1100847,1,2010,6.116199,-75.492615,1,2
P0848,1100848,1,2010,4.609276,-74.091883,1,1
P0849,1100849,1,2010,6.219827,-75.511931,1,2
P0850,1100850,1,2010,6.8548,-75.734435,2,7
P0852,1100852,1,2010,6.406433,-75.510947,1,2
P0853,1100853,1,2010,4.05353,-74.005424,2,1
P0854,1100854,1,2010,10.959279,-74.860738,1,4
P0855,1100855,1,2010,4.791364,-74.104258,1,1
P0856,1100856,1,2010,7.178164,-75.356956,2,7
P0857,1100857,1,2010,8.760813,-75.406057,2,9
P0858,1100858,1,2010,10.40301,-75.492498,1,5
P0859,1100859,1,2010,4.602674,-74.046681,1,1
P0860,1100860,1,2010,3.305979,-74.492685,2,1
P0861,1100861,1,2010,4.783136,-74.169808,1,1
P0862,1100862,1,2010,6.109584,-72.895787,2,6
P0863,1100863,1,2010,10.960369,-74.810887,1,4
P0864,1100864,1,2010,3.54256,-76.493624,1,3
P0865,1100865,1,2010,7.169912,-75.54605,2,7
P0867,1100867,1,2010,4.707461,-74.086512,1,1
P0869,1100869,1,2010,1.373856,-77.686437,2,8
P0870,1100870,1,2010,4.693844,-74.083671,1,1
P0871,1100871,1,2010,4.728132,-74.037205,1,1
P0873,1100873,1,2010,3.504061,-76.530676,1,3
P0874,1100874,1,2010,9.070482,-75.242253,2,9
P0875,1100875,1,2010,10.902502,-74.809794,1,4
P0877,1100877,1,2010,8.974644,-74.870522,2,9
P0878,1100878,1,2010,4.559437,-74.126926,1,1
P0879,1100879,1,2010,3.38394,-76.531361,1,3
P0881,1100881,1,2010,7.060937,-75.367693,2,7
P0883,1100883,1,2010,4.732663,-74.064958,1,1
P0885,1100885,1,2010,10.323869,-75.559282,1,5
P0886,1100886,1,2010,1.291311,-77.072275,2,8
P0887,1100887,1,2010,4.586194,-74.091671,1,1
P0889,1100889,1,2010,3.75117,-74.869731,2,1
P0890,1100890,1,2010,4.737132,-74.032702,1,1
P0891,1100891,1,2010,8.563529,-75.634785,2,9
P0892,1100892,1,2010,6.241768,-75.567579,1,2
P0893,1100893,1,2010,5.514964,-73.17369,2,6
P0894,1100894,1,2010,8.747291,-75.246577,2,9
P0895,1100895,1,2010,3.524973,-76.486803,1,3
P0896,1100896,1,2010,10.306911,-75.43993,1,5
P0897,1100897,1,2010,10.925234,-74.690803,1,4
P0898,1100898,1,2010,4.196466,-74.668363,2,1
P0899,1100899,1,2010,6.339912,-75.5682,1,2
P0900,1100900,1,2010,4.737922,-74.051828,1,1
P0902,1100902,1,2010,8.635374,-75.119057,2,9
P0903,1100903,1,2010,8.633181,-75.663323,2,9
P0904,1100904,1,2010,5.774032,-73.452129,2,6
P0905,1100905,1,2010,4.729545,-74.092008,1,1
P0907,1100907,1,2010,10.983541,-74.78401,1,4
P0908,1100908,1,2010,10.982511,-74.811467,1,4
P0909,1100909,1,2010,10.4437,-75.531758,1,5
P0911,1100911,1,2010,7.977448,-75.514061,2,9
P0912,1100912,1,2010,1.74847,-76.997723,2,8
P0913,1100913,1,2010,4.106003,-74.371349,2,1
P0914,1100914,1,2010,10.33894,-75.481481,1,5
P0915,1100915,1,2010,10.41262,-75.476989,1,5
P0916,1100916,1,2010,4.16857,-74.379451,2,1
P0917,1100917,1,2010,3.539016,-74.670317,2,1
P0918,1100918,1,2010,4.197174,-74.616805,2,1
P0919,1100919,1,2010,4.676394,-74.240368,1,1
P0920,1100920,1,2010,7.032618,-75.340112,2,7
P0921,1100921,1,2010,4.620456,-74.131807,1,1
P0922,1100922,1,2010,8.859392,-75.477349,2,9
P0923,1100923,1,2010,4.625465,-74.254296,1,1
P0924,1100924,1,2010,4.68615,-74.170764,1,1
P0925,1100925,1,2010,6.236329,-75.539659,1,2
P0926,1100926,1,2010,4.708964,-74.117811,1,1
P0927,1100927,1,2010,3.822171,-74.731101,2,1
P0928,1100928,1,2010,6.284238,-75.606371,1,2
P0929,1100929,1,2010,10.436817,-75.532516,1,5
P0930,1100930,1,2010,6.990709,-75.525658,2,7
P0931,1100931,1,2010,8.154498,-75.317866,2,9
P0932,1100932,1,2010,3.464356,-76.513666,1,3
P0933,1100933,1,2010,1.764742,-77.344763,2,8
P0934,1100934,1,2010,3.982466,-74.643916,2,1
P0935,1100935,1,2010,5.430695,-72.954789,2,6
P0936,1100936,1,2010,4.419578,-74.63042,2,1
P0937,1100937,1,2010,6.899345,-75.579666,2,7
P0938,1100938,1,2010,10.400412,-75.481638,1,5
P0940,1100940,1,2010,5.65886,-73.012356,2,6
P0941,1100941,1,2010,4.318568,-74.934576,2,1
P0942,1100942,1,2010,3.481988,-76.472706,1,3
P0943,1100943,1,2010,5.743045,-73.000939,2,6
P0944,1100944,1,2010,4.714976,-73.979409,1,1
P0945,1100945,1,2010,5.572464,-72.6205,2,6
P0947,1100947,1,2010,4.604866,-74.051301,1,1
P0948,1100948,1,2010,1.670279,-77.562333,2,8
P0950,1100950,1,2010,3.420463,-76.481958,1,3
P0951,1100951,1,2010,4.710721,-73.998092,1,1
P0952,1100952,1,2010,1.629891,-77.835501,2,8
P0953,1100953,1,2010,11.036238,-74.761705,1,4
P0954,1100954,1,2010,6.295468,-75.643144,1,2
P0956,1100956,1,2010,6.918629,-75.459184,2,7
P0957,1100957,1,2010,1.273675,-77.094703,2,8
P0958,1100958,1,2010,10.957399,-74.761781,1,4
P0959,1100959,1,2010,3.45832,-76.502125,1,3
P0960,1100960,1,2010,6.607445,-75.696818,2,7
P0961,1100961,1,2010,6.235963,-75.60532,1,2
P0962,1100962,1,2010,6.256453,-75.552289,1,2
P0963,1100963,1,2010,4.645915,-74.117752,1,1
P0964,1100964,1,2010,3.455486,-76.612893,1,3
P0965,1100965,1,2010,10.902645,-74.744931,1,4
P0966,1100966,1,2010,10.950574,-74.815459,1,4
P0967,1100967,1,2010,7.147932,-75.886954,2,7
P0968,1100968,1,2010,4.642897,-74.008069,1,1
P0969,1100969,1,2010,5.933867,-72.955816,2,6
P0970,1100970,1,2010,10.472677,-75.472235,1,5
P0971,1100971,1,2010,4.743168,-74.239853,1,1
P0973,1100973,1,2010,4.530932,-74.039539,1,1
P0974,1100974,1,2010,5.667473,-72.541881,2,6
P0975,1100975,1,2010,8.158036,-75.126955,2,9
P0976,1100976,1,2010,6.859589,-75.679516,2,7
P0977,1100977,1,2010,4.659034,-74.192403,1,1
P0978,1100978,1,2010,6.799796,-74.996668,2,7
P0980,1100980,1,2010,4.24569,-74.611797,2,1
P0981,1100981,1,2010,8.646206,-75.510552,2,9
P0982,1100982,1,2010,6.214882,-75.557579,1,2
P0984,1100984,1,2010,8.333074,-75.971723,2,9
P0985,1100985,1,2010,4.683268,-74.097324,1,1
P0986,1100986,1,2010,3.397887,-76.444519,1,3
P0988,1100988,1,2010,4.644782,-73.977778,1,1
P0989,1100989,1,2010,11.000845,-74.788943,1,4
P0990,1100990,1,2010,4.648915,-74.11675,1,1
P0991,1100991,1,2010,10.41058,-75.45642,1,5
P0992,1100992,1,2010,4.53748,-74.00102,1,1
P0993,1100993,1,2010,10.405916,-75.470532,1,5
P0996,1100996,1,2010,8.742097,-75.624946,2,9
P0997,1100997,1,2010,6.199821,-72.577488,2,6
P0998,1100998,1,2010,6.342502,-75.620056,1,2
P0001,2130001,2,2013,5.594923,-73.415683,2,6
P0002,2130002,2,2013,6.634013,-75.932463,2,7
P0004,2130004,2,2013,4.588851,-74.175382,1,1
P0005,2130005,2,2013,4.658013,-74.228024,1,1
P0006,2130006,2,2013,4.702732,-74.157372,1,1
P0007,2130007,2,2013,7.408462,-75.485434,2,7
P0008,2130008,2,2013,6.898776,-76.046503,2,7
P0009,2130009,2,2013,10.933184,-74.726633,1,4
P0011,2130011,2,2013,4.580461,-73.982141,1,1
P0013,2130013,2,2013,5.820842,-73.13301,2,6
P0014,2130014,2,2013,4.174976,-74.414707,2,1
P0015,2130015,2,2013,7.301059,-75.422259,2,7
P0016,2130016,2,2013,5.651736,-73.225702,2,6
P0017,2130017,2,2013,10.934763,-74.724646,1,4
P0019,2130019,2,2013,7.634021,-75.599403,2,7
P0020,2130020,2,2013,6.78462,-75.758982,2,7
P0021,2130021,2,2013,6.292683,-75.658357,1,2
P0022,2130022,2,2013,4.69055,-74.050089,1,1
P0023,2130023,2,2013,4.357174,-74.61492,2,1
P0024,2130024,2,2013,6.335378,-75.677698,1,2
P0025,2130025,2,2013,6.256468,-75.494377,1,2
P0026,2130026,2,2013,1.478175,-77.170127,2,8
P0027,2130027,2,2013,1.954176,-77.326911,2,8
P0028,2130028,2,2013,10.327433,-75.449375,1,5
P0029,2130029,2,2013,3.503957,-76.558751,1,3
P0030,2130030,2,2013,3.441817,-76.608876,1,3
P0031,2130031,2,2013,6.29551,-75.554516,1,2
P0034,2130034,2,2013,3.556006,-76.606977,1,3
P0035,2130035,2,2013,8.285396,-75.757354,2,9
P0036,2130036,2,2013,6.352634,-75.559926,1,2
P0037,2130037,2,2013,1.465616,-77.592383,2,8
P0038,2130038,2,2013,1.718394,-77.520001,2,8
P0039,2130039,2,2013,3.502288,-76.517141,1,3
P0040,2130040,2,2013,6.226183,-75.492243,1,2
P0041,2130041,2,2013,3.472333,-76.485521,1,3
P0042,2130042,2,2013,4.538959,-73.985869,1,1
P0043,2130043,2,2013,6.111209,-73.726194,2,6
P0044,2130044,2,2013,8.570027,-75.903586,2,9
P0046,2130046,2,2013,4.635004,-74.159031,1,1
P0047,2130047,2,2013,11.017031,-74.859162,1,4
P0048,2130048,2,2013,7.765111,-75.864349,2,9
P0050,2130049,2,2013,8.11668,-75.2008,2,9
P0051,2130050,2,2013,4.681895,-74.249067,1,1
P0052,2130051,2,2013,10.37689,-75.464373,1,5
P0053,2130052,2,2013,10.419242,-75.554084,1,5
P0054,2130053,2,2013,3.963036,-74.141868,2,1
P0056,2130054,2,2013,4.659822,-74.023377,1,1
P0057,2130055,2,2013,8.086562,-75.119269,2,9
P0058,2130056,2,2013,8.309861,-75.449129,2,9
P0059,2130057,2,2013,4.691137,-73.977945,1,1
P0061,2130059,2,2013,6.14511,-75.576528,1,2
P0062,2130060,2,2013,6.355969,-75.590462,1,2
P0063,2130061,2,2013,8.715072,-75.690716,2,9
P0064,2130062,2,2013,8.562471,-75.270203,2,9
P0065,2130063,2,2013,7.318503,-75.579822,2,7
P0067,2130065,2,2013,10.369913,-75.466524,1,5
P0068,2130066,2,2013,6.588913,-75.922027,2,7
P0069,2130067,2,2013,8.36135,-75.654995,2,9
P0070,2130068,2,2013,6.218285,-75.531687,1,2
P0071,2130069,2,2013,10.942492,-74.696224,1,4
P0073,2130071,2,2013,6.227077,-75.62621,1,2
P0074,2130072,2,2013,7.044036,-75.283546,2,7
P0075,2130073,2,2013,3.474187,-76.517294,1,3
P0076,2130074,2,2013,7.204468,-75.623792,2,7
P0077,2130075,2,2013,6.290346,-75.581592,1,2
P0078,2130076,2,2013,10.455815,-75.552558,1,5
P0079,2130077,2,2013,8.577831,-75.136223,2,9
P0080,2130078,2,2013,7.368778,-75.56,2,7
P0081,2130079,2,2013,10.95607,-74.757809,1,4
P0082,2130080,2,2013,3.481748,-76.566181,1,3
P0084,2130082,2,2013,4.749259,-74.00654,1,1
P0086,2130084,2,2013,3.539529,-76.534716,1,3
P0087,2130085,2,2013,4.599695,-74.022825,1,1
P0089,2130087,2,2013,7.433656,-75.861584,2,7
P0090,2130088,2,2013,6.260116,-75.516593,1,2
P0091,2130089,2,2013,3.513627,-76.536103,1,3
P0092,2130090,2,2013,5.878341,-73.457112,2,6
P0093,2130091,2,2013,8.050202,-76.192154,2,9
P0094,2130092,2,2013,6.312157,-75.635635,1,2
P0095,2130093,2,2013,4.724033,-74.062775,1,1
P0096,2130094,2,2013,7.179536,-75.672816,2,7
P0097,2130095,2,2013,8.616313,-75.534268,2,9
P0098,2130096,2,2013,5.647903,-73.091778,2,6
P0099,2130097,2,2013,6.67396,-75.239772,2,7
P0101,2130099,2,2013,10.337857,-75.529061,1,5
P0102,2130100,2,2013,8.750031,-75.15643,2,9
P0103,2130101,2,2013,8.570026,-75.635458,2,9
P0104,2130102,2,2013,4.130602,-74.821862,2,1
P0105,2130103,2,2013,1.41389,-77.854373,2,8
P0106,2130104,2,2013,4.652342,-74.163172,1,1
P0107,2130105,2,2013,5.708676,-73.208118,2,6
P0108,2130106,2,2013,11.053928,-74.83089,1,4
P0110,2130107,2,2013,4.585212,-74.187317,1,1
P0111,2130108,2,2013,3.477629,-76.568044,1,3
P0112,2130109,2,2013,1.384127,-77.298034,2,8
P0113,2130110,2,2013,3.736359,-74.698519,2,1
P0114,2130111,2,2013,4.708308,-74.086452,1,1
P0115,2130112,2,2013,3.784153,-74.979279,2,1
P0117,2130114,2,2013,6.266221,-75.72075,1,2
P0119,2130116,2,2013,6.344175,-75.588762,1,2
P0120,2130117,2,2013,4.674031,-74.0014,1,1
P0121,2130118,2,2013,8.784778,-75.737229,2,9
P0122,2130119,2,2013,8.504665,-74.973875,2,9
P0123,2130120,2,2013,7.415085,-75.427869,2,7
P0125,2130122,2,2013,5.55063,-72.957037,2,6
P0126,2130123,2,2013,6.149339,-75.579904,1,2
P0128,2130124,2,2013,4.020775,-74.417838,2,1
P0129,2130125,2,2013,6.324769,-75.606828,1,2
P0130,2130126,2,2013,3.425683,-76.556859,1,3
P0131,2130127,2,2013,6.282966,-75.588927,1,2
P0132,2130128,2,2013,3.824296,-73.860864,2,1
P0134,2130130,2,2013,4.621924,-74.054609,1,1
P0135,2130131,2,2013,10.954427,-74.783831,1,4
P0137,2130132,2,2013,8.906119,-75.322463,2,9
P0139,2130133,2,2013,10.389805,-75.539354,1,5
P0140,2130134,2,2013,4.660479,-74.013309,1,1
P0142,2130136,2,2013,3.454333,-76.4855,1,3
P0143,2130137,2,2013,7.338396,-75.768926,2,7
P0144,2130138,2,2013,10.446831,-75.524897,1,5
P0145,2130139,2,2013,6.147151,-72.603199,2,6
P0146,2130140,2,2013,4.254303,-74.400786,2,1
P0147,2130141,2,2013,4.7023,-73.983279,1,1
P0148,2130142,2,2013,6.24563,-75.660514,1,2
P0149,2130143,2,2013,6.867221,-75.183403,2,7
P0150,2130144,2,2013,3.509986,-76.553869,1,3
P0151,2130145,2,2013,6.16959,-75.592117,1,2
P0152,2130146,2,2013,8.097112,-75.579424,2,9
P0153,2130147,2,2013,3.479759,-76.499422,1,3
P0154,2130148,2,2013,10.462606,-75.530504,1,5
P0155,2130149,2,2013,4.595915,-74.184265,1,1
P0156,2130150,2,2013,4.653602,-73.998333,1,1
P0157,2130151,2,2013,3.387559,-76.544373,1,3
P0158,2130152,2,2013,4.652672,-74.202099,1,1
P0159,2130153,2,2013,10.355289,-75.399475,1,5
P0161,2130155,2,2013,3.432095,-76.62133,1,3
