consecutivo,ola,zona_archivo,zona,region,t_hogar,t_personas,es_split,lat_decimal,lon_decimal,coord_valida_ola,hogar,llave,zona_2010,RegionLb,hogar_n16,llave_n16,zona_2016,region_2016,cambio_residencia_ola
205179,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
205180,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
205181,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
205182,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
205183,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
205184,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
205185,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
205186,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
205187,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
205188,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
205189,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
205190,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
205191,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
205192,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
205194,2010,rural,Rural,Centro-Oriente,1,9,0,,,,,,,,,,,,
205195,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
205196,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
205197,2010,rural,Rural,Centro-Oriente,1,11,0,,,,,,,,,,,,
205198,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
205199,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
205202,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
205203,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
205204,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
205205,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
205207,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
205208,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
205209,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
205211,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
205212,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
205213,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
205214,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
205215,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
205216,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
205217,2010,rural,Rural,Centro-Oriente,1,10,0,,,,,,,,,,,,
205218,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
205220,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
205221,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
205222,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
205223,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
205224,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206100,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206101,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206103,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206104,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206105,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
206106,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206107,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206108,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206109,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206111,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206112,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206113,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206115,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206116,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206117,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
206118,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
206119,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206120,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206121,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
206122,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206123,2010,rural,Rural,Centro-Oriente,2,5,0,,,,,,,,,,,,
206124,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206125,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206126,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206127,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206129,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
206130,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206131,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206132,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206133,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206134,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206135,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206136,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206137,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206138,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206139,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206140,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206141,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
206142,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206143,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
206144,2010,rural,Rural,Centro-Oriente,1,9,0,,,,,,,,,,,,
206145,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206146,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
206147,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206148,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
206149,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206150,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206151,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206152,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206153,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206154,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206155,2010,rural,Rural,Centro-Oriente,1,9,0,,,,,,,,,,,,
206156,2010,rural,Rural,Centro-Oriente,1,12,0,,,,,,,,,,,,
206157,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206158,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206159,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206160,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206161,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206162,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206163,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206164,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206165,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
206166,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206167,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206168,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206169,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206170,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206171,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206172,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206173,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206174,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206175,2010,rural,Rural,Centro-Oriente,1,12,0,,,,,,,,,,,,
206176,2010,rural,Rural,Centro-Oriente,1,9,0,,,,,,,,,,,,
206177,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206178,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
206179,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206180,2010,rural,Rural,Centro-Oriente,1,9,0,,,,,,,,,,,,
206181,2010,rural,Rural,Centro-Oriente,1,9,0,,,,,,,,,,,,
206182,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
206183,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206184,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206185,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206186,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206187,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206188,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206189,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206190,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206191,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206192,2010,rural,Rural,Centro-Oriente,1,12,0,,,,,,,,,,,,
206193,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
206194,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206195,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206196,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
206197,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
206199,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206200,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206201,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206202,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206203,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206204,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206205,2010,rural,Rural,Centro-Oriente,1,9,0,,,,,,,,,,,,
206206,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
206207,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206208,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206209,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206210,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206211,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
206212,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206213,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
206214,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206215,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206216,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206217,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
206218,2010,rural,Rural,Centro-Oriente,1,10,0,,,,,,,,,,,,
206219,2010,rural,Rural,Centro-Oriente,1,11,0,,,,,,,,,,,,
206220,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206221,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206222,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
206223,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
206224,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206225,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
206226,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
206227,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211100,2010,rural,Rural,Cundi-Boyacense,1,4,0,,,,,,,,,,,,
211101,2010,rural,Rural,Cundi-Boyacense,1,6,0,,,,,,,,,,,,
211102,2010,rural,Rural,Cundi-Boyacense,1,2,0,,,,,,,,,,,,
211103,2010,rural,Rural,Cundi-Boyacense,1,7,0,,,,,,,,,,,,
211104,2010,rural,Rural,Cundi-Boyacense,1,5,0,,,,,,,,,,,,
211105,2010,rural,Rural,Cundi-Boyacense,1,5,0,,,,,,,,,,,,
211106,2010,rural,Rural,Cundi-Boyacense,1,2,0,,,,,,,,,,,,
211107,2010,rural,Rural,Cundi-Boyacense,1,4,0,,,,,,,,,,,,
211108,2010,rural,Rural,Cundi-Boyacense,1,4,0,,,,,,,,,,,,
211109,2010,rural,Rural,Cundi-Boyacense,1,3,0,,,,,,,,,,,,
211110,2010,rural,Rural,Cundi-Boyacense,1,6,0,,,,,,,,,,,,
211111,2010,rural,Rural,Cundi-Boyacense,1,8,0,,,,,,,,,,,,
211112,2010,rural,Rural,Cundi-Boyacense,1,2,0,,,,,,,,,,,,
211113,2010,rural,Rural,Cundi-Boyacense,1,3,0,,,,,,,,,,,,
211114,2010,rural,Rural,Cundi-Boyacense,1,5,0,,,,,,,,,,,,
211115,2010,rural,Rural,Cundi-Boyacense,1,2,0,,,,,,,,,,,,
211116,2010,rural,Rural,Cundi-Boyacense,1,5,0,,,,,,,,,,,,
211117,2010,rural,Rural,Cundi-Boyacense,1,6,0,,,,,,,,,,,,
211118,2010,rural,Rural,Cundi-Boyacense,1,4,0,,,,,,,,,,,,
211119,2010,rural,Rural,Cundi-Boyacense,1,4,0,,,,,,,,,,,,
211120,2010,rural,Rural,Cundi-Boyacense,1,4,0,,,,,,,,,,,,
211121,2010,rural,Rural,Cundi-Boyacense,1,3,0,,,,,,,,,,,,
211122,2010,rural,Rural,Cundi-Boyacense,1,3,0,,,,,,,,,,,,
211123,2010,rural,Rural,Cundi-Boyacense,1,2,0,,,,,,,,,,,,
211124,2010,rural,Rural,Cundi-Boyacense,1,3,0,,,,,,,,,,,,
211125,2010,rural,Rural,Cundi-Boyacense,1,4,0,,,,,,,,,,,,
211126,2010,rural,Rural,Cundi-Boyacense,1,3,0,,,,,,,,,,,,
211127,2010,rural,Rural,Cundi-Boyacense,1,8,0,,,,,,,,,,,,
211128,2010,rural,Rural,Cundi-Boyacense,1,7,0,,,,,,,,,,,,
211130,2010,rural,Rural,Cundi-Boyacense,1,4,0,,,,,,,,,,,,
211131,2010,rural,Rural,Cundi-Boyacense,1,5,0,,,,,,,,,,,,
211132,2010,rural,Rural,Cundi-Boyacense,1,3,0,,,,,,,,,,,,
211133,2010,rural,Rural,Cundi-Boyacense,1,5,0,,,,,,,,,,,,
211134,2010,rural,Rural,Cundi-Boyacense,1,5,0,,,,,,,,,,,,
211135,2010,rural,Rural,Cundi-Boyacense,1,5,0,,,,,,,,,,,,
211136,2010,rural,Rural,Cundi-Boyacense,1,2,0,,,,,,,,,,,,
211137,2010,rural,Rural,Cundi-Boyacense,1,3,0,,,,,,,,,,,,
211138,2010,rural,Rural,Cundi-Boyacense,1,4,0,,,,,,,,,,,,
211139,2010,rural,Rural,Cundi-Boyacense,1,5,0,,,,,,,,,,,,
211140,2010,rural,Rural,Cundi-Boyacense,1,2,0,,,,,,,,,,,,
211141,2010,rural,Rural,Cundi-Boyacense,1,7,0,,,,,,,,,,,,
211142,2010,rural,Rural,Cundi-Boyacense,1,6,0,,,,,,,,,,,,
211143,2010,rural,Rural,Cundi-Boyacense,1,5,0,,,,,,,,,,,,
211144,2010,rural,Rural,Cundi-Boyacense,1,3,0,,,,,,,,,,,,
211145,2010,rural,Rural,Cundi-Boyacense,1,6,0,,,,,,,,,,,,
211146,2010,rural,Rural,Cundi-Boyacense,1,6,0,,,,,,,,,,,,
211147,2010,rural,Rural,Cundi-Boyacense,1,2,0,,,,,,,,,,,,
211148,2010,rural,Rural,Cundi-Boyacense,1,2,0,,,,,,,,,,,,
211149,2010,rural,Rural,Cundi-Boyacense,1,6,0,,,,,,,,,,,,
211150,2010,rural,Rural,Cundi-Boyacense,1,8,0,,,,,,,,,,,,
211151,2010,rural,Rural,Cundi-Boyacense,1,5,0,,,,,,,,,,,,
211152,2010,rural,Rural,Cundi-Boyacense,1,4,0,,,,,,,,,,,,
211153,2010,rural,Rural,Cundi-Boyacense,1,6,0,,,,,,,,,,,,
211154,2010,rural,Rural,Cundi-Boyacense,1,7,0,,,,,,,,,,,,
211300,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
211301,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211302,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211303,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211304,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
211305,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
211306,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211307,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211308,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211309,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211310,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211311,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211312,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211313,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211314,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211315,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211316,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
211317,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
211318,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
211319,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211321,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211322,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211323,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211324,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
211325,2010,rural,Rural,Centro-Oriente,1,10,0,,,,,,,,,,,,
211326,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
211327,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
211328,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211329,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
211330,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
211331,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211332,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211333,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211334,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211335,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211336,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211337,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211338,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211340,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211341,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211342,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211343,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
211344,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211345,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211346,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211347,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211348,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211500,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211501,2010,rural,Rural,Centro-Oriente,1,8,0,,,,,,,,,,,,
211502,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211503,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
211504,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211505,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211507,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211508,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211509,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211510,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211511,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211512,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211513,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211514,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211515,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211516,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211517,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211518,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211519,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211520,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
211521,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211522,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211523,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211524,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
211525,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211526,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
211527,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211528,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
211529,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211530,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211531,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211533,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211534,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211535,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211536,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211537,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211538,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211539,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
211540,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211541,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211542,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211543,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211544,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211545,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211546,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211547,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211548,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211549,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211550,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211551,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211552,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211553,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211555,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211556,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211557,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211558,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211559,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211560,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211561,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211562,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211563,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211564,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211565,2010,rural,Rural,Centro-Oriente,1,6,0,,,,,,,,,,,,
211566,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211700,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211701,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211702,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211703,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211704,2010,rural,Rural,Centro-Oriente,1,7,0,,,,,,,,,,,,
211705,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211706,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211707,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211708,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
211709,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211710,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211711,2010,rural,Rural,Centro-Oriente,1,2,0,,,,,,,,,,,,
211712,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211713,2010,rural,Rural,Centro-Oriente,1,4,0,,,,,,,,,,,,
211714,2010,rural,Rural,Centro-Oriente,1,5,0,,,,,,,,,,,,
211715,2010,rural,Rural,Centro-Oriente,1,3,0,,,,,,,,,,,,
