id_panel,consecutivo,latitud,longitud,zona,region
P0647,2130619,5.789167,-73.153092,2,6
P0648,2130620,6.721385,-75.036219,2,7
P0649,2130621,4.666631,-74.064130,1,1
P0650,2130622,10.975119,-74.868767,1,4
P0651,2130623,3.546802,-76.481233,1,3
P0652,2130624,4.601612,-74.048847,1,1
P0653,2130625,8.366823,-75.568478,2,9
P0654,2130626,3.960082,-74.213663,2,1
P0656,2130627,4.573169,-74.097425,1,1
P0657,2130628,1.468597,-77.327165,2,8
P0658,2130629,,,1,1
P0659,2130630,6.184710,-75.569382,1,2
P0660,2130631,1.940608,-77.333260,2,8
P0661,2130632,10.388550,-75.534010,1,5
P0662,2130633,5.892712,-72.638682,2,6
P0663,2130634,1.484976,-77.327833,2,8
P0664,2130635,2.018089,-77.358424,2,8
P0665,2130636,7.023180,-75.901797,2,7
P0666,2130637,4.536181,-74.188306,1,1
P0667,2130638,4.682340,-74.166209,1,1
P0668,2130639,6.330084,-75.677173,1,2
P0669,2130640,10.958442,-74.893887,1,4
P0670,2130641,4.181164,-74.779158,2,1
P0671,2130642,6.108116,-73.490162,2,6
P0672,2130643,5.402791,-73.034857,2,6
P0673,2130644,3.462490,-76.456752,1,3
P0674,2130645,1.486739,-77.481814,2,8
P0675,2130646,10.463510,-75.511194,1,5
P0676,2130647,,,2,9
P0677,2130648,6.374971,-75.467972,1,2
P0678,2130649,8.551078,-75.448510,2,9
P0679,2130650,5.859339,-73.052484,2,6
P0680,2130651,6.142295,-75.316059,2,7
P0681,2130652,0.946414,-77.097691,2,8
P0682,2130653,3.386837,-76.496305,1,3
P0683,2130654,4.568270,-73.973200,1,1
P0684,2130655,4.764396,74.098094,1,1
P0685,2130656,6.183995,-75.610227,1,2
P0686,2130657,7.061234,-76.433724,2,7
P0687,2130658,10.385143,-75.435889,1,5
P0688,2130659,4.534127,-74.135612,1,1
P0689,2130660,6.456704,-75.493339,2,7
P0690,2130661,11.026693,-74.857836,1,4
P0691,2130662,8.514399,-75.519759,2,9
P0692,2130663,10.903432,-74.817754,1,4
P0693,2130664,3.481034,-76.492690,1,3
P0694,2130665,4.603104,-73.952044,1,1
P0695,2130666,6.273167,-75.511248,1,2
P0696,2130667,5.737934,-73.108368,2,6
P0697,2130668,4.676329,-74.150678,1,1
P0698,2130669,6.752482,-75.950483,2,7
P0699,2130670,3.495285,-76.555027,1,3
P0700,2130671,3.426543,-76.512498,1,3
P0701,2130672,6.255941,-75.542005,1,2
P0702,2130673,10.376861,-75.562713,1,5
P0703,2130674,1.392283,-77.626489,2,8
P0704,2130675,3.501632,-76.489219,1,3
P0705,2130676,5.610068,-72.761681,2,6
P0706,2130677,8.546063,-75.314326,2,9
P0708,2130678,4.185149,-74.769069,2,1
P0709,2130679,4.761773,-74.143435,1,1
P0710,2130680,8.341486,-75.441031,2,9
P0711,2130681,1.820039,-77.029319,2,8
P0712,2130682,3.692264,-74.342043,2,1
P0713,2130683,1.205993,-77.400367,2,8
P0714,2130684,4.646547,-74.165837,1,1
P0715,2130685,3.406318,-76.455954,1,3
P0716,2130686,4.681605,-74.057036,1,1
P0717,2130687,6.220761,-75.428672,1,2
P0718,2130688,1.333744,-77.424872,2,8
P0719,2130689,10.451607,-75.512785,1,5
P0720,2130690,7.067045,-75.521978,2,7
P0721,2130691,,-74.654681,2,1
P0723,2130692,4.498761,-74.000275,1,1
P0724,2130693,6.126578,-75.521291,1,2
P0725,2130694,10.345699,-75.537505,1,5
P0726,2130695,8.306499,-75.193839,2,9
P0727,2130696,8.382356,-75.536213,2,9
P0728,2130697,4.616752,-74.033994,1,1
P0729,2130698,6.250297,-75.657896,1,2
P0730,2130699,3.533381,-76.588162,1,3
P0731,2130700,5.862608,-72.580124,2,6
P0732,2130701,5.422862,-73.099350,2,6
P0733,2130702,4.439169,-74.381351,2,1
P0734,2130703,1.428151,-77.571952,2,8
P0735,2130704,4.847167,-73.994548,1,1
P0736,2130705,5.979708,72.837176,2,6
P0737,2130706,8.382471,-75.252548,2,9
P0738,2130707,1.275571,-77.742589,2,8
P0739,2130708,8.442029,-75.725677,2,9
P0740,2130709,6.358129,-75.641498,1,2
P0741,2130710,8.251021,-75.516745,2,9
P0742,2130711,7.033746,-76.032579,2,7
P0743,2130712,6.241211,-75.602890,1,2
P0744,2130713,6.073478,-72.949110,2,6
P0746,2130714,4.014195,-74.743484,2,1
P0747,2130715,6.166142,-75.454854,1,2
P0748,2130716,6.168590,-75.538481,1,2
P0749,2130717,6.197646,-75.500747,1,2
P0751,2130718,3.348011,-76.518465,1,3
P0752,2130719,4.651722,-74.013036,1,1
P0753,2130720,6.149537,-75.582340,1,2
P0754,2130721,4.580630,-74.175602,1,1
P0755,2130722,3.475127,-76.534872,1,3
P0756,2130723,7.442294,-74.378535,2,7
P0757,2130724,4.623276,-74.077059,1,1
P0758,2130725,,-75.447324,2,9
P0759,2130726,4.602623,-74.161012,1,1
P0760,2130727,3.960200,-74.796271,2,1
P0761,2130728,5.924709,-73.037104,2,6
P0763,2130729,6.262656,-75.594826,1,2
P0764,2130730,7.568870,-75.104817,2,7
P0765,2130731,4.573329,-74.142440,1,1
P0766,2130732,4.551916,-74.070345,1,1
P0767,2130733,"5°57'41.41""N","72°20'14.18""E",2,6
P0768,2130734,6.240317,-75.484856,1,2
P0769,2130735,3.652412,-75.137854,2,1
P0770,2130736,5.917257,-72.670775,2,6
P0771,2130737,4.600991,-74.113465,1,1
P0772,2130738,8.720765,-75.777221,2,9
P0773,2130739,3.435222,-76.511711,1,3
P0774,2130740,6.266235,-75.667455,1,2
P0775,2130741,4.667708,-74.037971,1,1
P0776,2130742,11.005295,-74.769540,1,4
P0777,2130743,6.095258,-73.012747,2,6
P0778,2130744,3.349003,-76.445659,1,3
P0779,2130745,10.402363,-75.494755,1,5
P0780,2130746,,,2,8
P0781,2130747,10.488539,-75.565052,1,5
P0782,2130748,5.830221,-73.021736,2,6
P0783,2130749,,,1,2
P0784,2130750,4.446433,-73.987614,1,1
P0785,2130751,4.732558,-73.990088,1,1
P0786,2130752,4.545845,-73.911862,1,1
P0787,2130753,4.724459,-74.266370,1,1
P0788,2130754,8.431799,-75.774338,2,9
P0789,2130755,11.006100,-74.768598,1,4
P0790,2130756,6.982174,-75.840905,2,7
P0791,2130757,3.855228,74.448897,2,1
P0792,2130758,2.209755,-77.674765,2,8
P0793,2130759,4.613398,-73.922180,1,1
P0794,2130760,10.302956,-75.497664,1,5
P0795,2130761,5.758090,-73.037452,2,6
P0797,2130762,8.197008,-75.293394,2,9
P0798,2130763,4.541005,-74.023839,1,1
P0799,2130764,6.221390,-75.630661,1,2
P0800,2130765,5.663815,73.252007,2,6
P0801,2130766,4.711816,-74.112878,1,1
P0802,2130767,4.569054,-73.968940,1,1
P0803,2130768,3.494308,-76.420177,1,3
P0804,2130769,4.612725,-74.122698,1,1
P0805,2130770,4.735115,-74.100582,1,1
P0806,2130771,6.290850,75.599633,1,2
P0807,2130772,3.493366,-76.469251,1,3
P0808,2130773,10.991996,-74.799513,1,4
P0809,2130774,6.520869,-75.354239,2,7
P0810,2130775,6.211959,-75.525780,1,2
P0811,2130776,1.504626,-77.631182,2,8
P0812,2130777,10.966085,-74.781169,1,4
P0813,2130778,5.908106,-73.092232,2,6
P0814,2130779,6.215830,-75.684469,1,2
P0815,2130780,,-74.128263,1,1
P0816,2130781,3.756145,-74.682529,2,1
P0817,2130782,4.689234,-74.099524,1,1
P0818,2130783,7.211894,-75.388484,2,7
P0819,2130784,3.441617,-76.418280,1,3
P0820,2130785,6.335064,-75.577924,1,2
P0821,2130786,,,1,1
P0823,2130787,4.727386,-74.046729,1,1
P0824,2130788,,,2,1
P0825,2130789,8.391947,-75.731473,2,9
P0826,2130790,6.775224,-75.896237,2,7
P0827,2130791,4.005101,-74.032398,2,1
P0828,2130792,6.971863,-76.510508,2,7
P0829,2130793,3.358950,-76.587010,1,3
P0830,2130794,6.864020,-75.857457,2,7
P0831,2130795,1.135541,,2,8
P0832,2130796,1.297100,-77.364499,2,8
P0833,2130797,4.646450,-74.025410,1,1
P0834,2130798,5.950299,-73.047232,2,6
P0835,2130799,6.856768,-75.293773,2,7
P0836,2130800,4.241770,-74.843693,2,1
P0837,2130801,4.079975,-74.778151,2,1
P0838,2130802,4.422242,-74.910325,2,1
P0839,2130803,6.156064,-75.579021,1,2
P0840,2130804,6.290738,-75.584992,1,2
P0841,2130805,6.136555,-75.573383,1,2
P0842,2130806,3.911000,-74.586172,2,1
P0843,2130807,4.586939,-74.132412,1,1
P0844,2130808,8.782864,-75.115670,2,9
P0845,2130809,0.000000,0.000000,1,3
P0846,2130810,8.030281,-75.597942,2,9
P0847,2130811,6.116538,-75.492576,1,2
P0848,2130812,,,1,1
P0849,2130813,6.219805,-75.512085,1,2
P0850,2130814,6.854858,-75.734712,2,7
P0852,2130815,6.406462,-75.510363,1,2
P0853,2130816,4.053529,-74.005104,2,1
P0854,2130817,10.959299,-74.860740,1,4
P0855,2130818,4.791316,-74.103736,1,1
P0856,2130819,7.177637,-75.356890,2,7
P0857,2130820,8.761233,-75.405463,2,9
P0858,2130821,10.403253,-75.492617,1,5
P0860,2130822,"3°18'19.90""N","74°29'34.56""E",2,1
P0862,2130823,6.109595,-72.896598,2,6
P0863,2130824,10.960125,-74.810944,1,4
P0864,2130825,3.541883,-76.493642,1,3
P0865,2130826,7.169786,-75.545619,2,7
P0866,2130827,6.287516,-75.527069,1,2
P0867,2130828,4.707296,-74.086424,1,1
P0868,2130829,4.838993,-73.957115,1,1
P0869,2130830,1.373814,-77.686464,2,8
P0870,2130831,4.668438,-74.076979,1,1
P0871,2130832,4.728621,-74.036922,1,1
P0873,2130833,,,1,3
P0874,2130834,9.070582,-75.242916,2,9
P0875,2130835,10.902985,-74.810087,1,4
P0876,2130836,6.214606,-75.573824,1,2
P0877,2130837,8.974664,-74.870802,2,9
P0878,2130838,,,1,1
P0879,2130839,3.383314,-76.531399,1,3
P0880,2130840,1.529090,-77.268042,2,8
P0881,2130841,"7°03'38.66""N","75°22'4.72""E",2,7
P0882,2130842,4.266463,-74.651294,2,1
P0883,2130843,4.732604,-74.065169,1,1
P0884,2130844,6.265412,-75.568318,1,2
P0886,2130845,14.57208,-77.072150,2,8
P0888,2130846,3.511653,-76.555484,1,3
P0890,2130847,4.736965,-74.032792,1,1
P0891,2130848,8.563754,-75.634705,2,9
P0892,2130849,13.66634,-75.567699,1,2
P0893,2130850,5.470614,73.178777,2,6
P0894,2130851,8.747325,-75.246387,2,9
P0895,2130852,3.525011,-76.486866,1,3
P0896,2130853,10.307313,-75.439913,1,5
P0897,2130854,10.924921,-74.691057,1,4
P0898,2130855,4.196374,-74.668241,2,1
P0899,2130856,6.339670,-75.567715,1,2
P0900,2130857,4.737776,-74.052106,1,1
P0901,2130858,10.348186,-75.472534,1,5
P0903,2130859,8.633123,-75.663211,2,9
P0904,2130860,5.774158,-73.452979,2,6
P0905,2130861,13.62104,-74.091838,1,1
P0906,2130862,"4°45'46.32""N","74°07'57.34""E",1,1
P0909,2130863,10.443748,-75.531770,1,5
P0910,2130864,1.889941,-77.650122,2,8
P0911,2130865,7.976962,75.513519,2,9
P0912,2130866,,,2,8
P0913,2130867,4.106643,-74.371193,2,1
P0914,2130868,10.339421,-75.481987,1,5
P0915,2130869,10.369342,-75.474678,1,5
P0916,2130870,4.168562,-74.379757,2,1
P0917,2130871,3.539032,-74.670859,2,1
P0918,2130872,4.197177,-74.616340,2,1
P0919,2130873,4.676087,-74.239923,1,1
P0920,2130874,,-75.339708,2,7
P0921,2130875,4.620352,-74.131508,1,1
P0922,2130876,8.859605,-75.477419,2,9
P0923,2130877,4.625771,-74.254723,1,1
P0924,2130878,4.686542,-74.171253,1,1
P0925,2130879,6.236725,-75.540072,1,2
P0926,2130880,4.720812,-74.109887,1,1
P0927,2130881,3.822382,-74.730948,2,1
P0928,2130882,6.284619,-75.606169,1,2
P0929,2130883,10.437247,-75.532530,1,5
P0930,2130884,6.990725,-75.525513,2,7
P0931,2130885,8.154258,-75.317871,2,9
P0932,2130886,,,1,3
P0933,2130887,1.783141,-77.388734,2,8
P0934,2130888,3.982946,-74.643793,2,1
P0935,2130889,5.430867,-72.954896,2,6
P0936,2130890,4.419864,-74.630929,2,1
P0937,2130891,"6°52'17.01""N","75°33'28.28""E",2,7
P0938,2130892,10.400419,-75.482069,1,5
P0939,2130893,10.968593,-74.820499,1,4
P0940,2130894,5.658717,-73.012874,2,6
P0941,2130895,0.000000,0.000000,2,1
P0942,2130896,3.482040,-76.472380,1,3
P0943,2130897,5.742835,-73.001358,2,6
P0944,2130898,13.92222,-73.979627,1,1
P0945,2130899,5.572358,-72.620012,2,6
P0946,2130900,6.239533,-73.358195,2,6
P0947,2130901,4.604801,-74.051010,1,1
P0948,2130902,"1°38'47.34""N","77°33'4.46""E",2,8
P0949,2130903,8.014147,-75.162404,2,9
P0950,2130904,3.419993,-76.481577,1,3
P0951,2130905,4.710988,-73.998149,1,1
P0952,2130906,1.601429,-77.880655,2,8
P0955,2130907,4.535177,-74.074591,1,1
P0956,2130908,,-75.459435,2,7
P0957,2130909,1.239797,-77.111883,2,8
P0958,2130910,10.957779,-74.761566,1,4
P0959,2130911,3.458445,-76.502310,1,3
P0960,2130912,6.595280,-75.744519,2,7
P0961,2130913,6.235930,-75.605096,1,2
P0962,2130914,6.256570,-75.552129,1,2
P0963,2130915,4.646265,-74.117505,1,1
P0964,2130916,3.455354,-76.612182,1,3
P0965,2130917,10.902592,-74.744822,1,4
P0966,2130918,10.950504,-74.816069,1,4
P0967,2130919,7.148150,-75.887335,2,7
P0968,2130920,4.642627,-74.008090,1,1
P0969,2130921,5.934000,-72.956175,2,6
P0970,2130922,10.472952,-75.472765,1,5
P0971,2130923,4.743351,-74.239812,1,1
P0973,2130924,,-74.039895,1,1
P0974,2130925,5.667940,-72.541081,2,6
P0975,2130926,8.157934,-75.126550,2,9
P0976,2130927,,,2,7
P0977,2130928,"4°39'32.10""N","74°11'32.62""E",1,1
P0978,2130929,6.799535,-74.996489,2,7
P0979,2130930,5.962061,-73.231786,2,6
P0980,2130931,4.245733,-74.612127,2,1
P0981,2130932,,,2,9
P0982,2130933,,,1,2
P0983,2130934,11.003069,-74.830292,1,4
P0985,2130935,4.683096,-74.097317,1,1
P0986,2130936,3.397788,-76.444637,1,3
P0987,2130937,8.629359,-75.877511,2,9
P0988,2130938,4.645032,-73.977500,1,1
P0989,2130939,10.977670,-74.789136,1,4
P0990,2130940,4.648783,-74.117001,1,1
P0991,2130941,10.410149,-75.456567,1,5
P0992,2130942,4.537718,-74.001053,1,1
P0993,2130943,10.405640,-75.470575,1,5
P0994,2130944,7.243037,-74.563825,2,7
P0995,2130945,3.413943,-76.597530,1,3
P0996,2130946,,-75.600949,2,9
P0997,2130947,6.200182,-72.577487,2,6
P0998,2130948,6.342090,-75.619939,1,2
P0999,2130949,7.343137,-75.338455,2,7
P1000,2130950,6.186271,-75.493697,1,2
