id_panel,consecutivo,latitud,longitud,zona,region
P0679,3160617,5.852554,-73.061478,2,6
P0680,3160618,6.142753,-75.316081,2,7
P0682,3160619,3.386561,-76.496173,1,3
P0683,3160620,4.568357,-73.972702,1,1
P0684,3160621,4.764351,-74.098586,1,1
P0685,3160622,6.184150,-75.610214,1,2
P0686,3160623,7.061239,-76.433201,2,7
P0687,3160624,10.384725,-75.435682,1,5
P0689,3160625,6.456909,-75.493207,2,7
P0690,3160626,11.026988,-74.858096,1,4
P0691,3160627,,,2,9
P0692,3160628,,,1,4
P0693,3160629,3.480935,-76.492200,1,3
P0694,3160630,4.602511,-73.952206,1,1
P0695,3160631,6.272938,-75.511357,1,2
P0696,3160632,5.738006,73.108691,2,6
P0697,3160633,4.676208,-74.150769,1,1
P0698,3160634,6.752487,-75.950664,2,7
P0699,3160635,3.495374,-76.555139,1,3
P0700,3160636,3.427064,-76.512841,1,3
P0701,3160637,6.255682,-75.542311,1,2
P0702,3160638,10.377128,-75.562510,1,5
P0703,3160639,1.392317,-77.626329,2,8
P0704,3160640,3.502000,-76.488910,1,3
P0705,3160641,5.609810,-72.761452,2,6
P0706,3160642,8.546250,-75.314578,2,9
P0708,3160643,0.000000,0.000000,2,1
P0709,3160644,4.762232,-74.143464,1,1
P0710,3160645,8.341472,,2,9
P0711,3160646,1.820020,-77.029159,2,8
P0713,3160647,1.205802,-77.400404,2,8
P0714,3160648,4.646285,-74.165709,1,1
P0715,3160649,3.400662,-76.415212,1,3
P0716,3160650,4.681310,-74.057174,1,1
P0717,3160651,13.70102,-75.428991,1,2
P0718,3160652,1.334102,-77.425456,2,8
P0719,3160653,,,1,5
P0720,3160654,7.067005,-75.521747,2,7
P0721,3160655,4.034267,-74.654560,2,1
P0723,3160656,4.498639,-74.000375,1,1
P0724,3160657,6.058996,-75.543536,1,2
P0725,3160658,10.355251,-75.509727,1,5
P0726,3160659,,,2,9
P0727,3160660,8.381668,-75.536681,2,9
P0728,3160661,4.616662,-74.033617,1,1
P0729,3160662,6.249958,-75.657993,1,2
P0730,3160663,3.533578,-76.588274,1,3
P0731,3160664,5.862747,-72.580441,2,6
P0732,3160665,5.423201,-73.098971,2,6
P0733,3160666,4.439536,-74.381262,2,1
P0734,3160667,1.427956,-77.571823,2,8
P0735,3160668,4.877186,-73.977659,1,1
P0736,3160669,5.979692,-72.837439,2,6
P0737,3160670,8.417007,-75.224528,2,9
P0738,3160671,1.275466,-77.743006,2,8
P0739,3160672,8.442505,-75.726079,2,9
P0740,3160673,6.358127,-75.642031,1,2
P0741,3160674,8.251088,-75.516939,2,9
P0742,3160675,7.011941,-76.026017,2,7
P0743,3160676,,,1,2
P0744,3160677,6.073520,-72.949515,2,6
P0746,3160678,4.014232,-74.743558,2,1
P0747,3160679,6.166276,-75.454196,1,2
P0748,3160680,6.168528,-75.538814,1,2
P0749,3160681,6.197871,-75.500727,1,2
P0751,3160682,3.347951,-76.518560,1,3
P0753,3160683,6.149704,-75.582356,1,2
P0754,3160684,4.580168,-74.175679,1,1
P0756,3160685,7.442075,-74.378484,2,7
P0757,3160686,4.623692,-74.077073,1,1
P0758,3160687,0.000000,0.000000,2,9
P0759,3160688,4.602583,-74.160902,1,1
P0760,3160689,3.959830,-74.796460,2,1
P0761,3160690,5.925057,-73.037445,2,6
P0763,3160691,,-75.618880,1,2
P0764,3160692,7.568973,-75.105225,2,7
P0766,3160693,4.551233,-74.069929,1,1
P0767,3160694,5.961844,-72.338089,2,6
P0768,3160695,6.240243,-75.485266,1,2
P0769,3160696,3.652385,-75.137802,2,1
P0770,3160697,5.917074,-72.670819,2,6
P0771,3160698,4.601195,,1,1
P0772,3160699,8.720289,-75.776658,2,9
P0773,3160700,3.436699,-76.487307,1,3
P0774,3160701,6.266061,-75.667452,1,2
P0775,3160702,4.667702,-74.038750,1,1
P0776,3160703,11.005583,-74.769589,1,4
P0777,3160704,6.094969,-73.012415,2,6
P0778,3160705,3.348691,-76.445831,1,3
P0779,3160706,10.402961,-75.495472,1,5
P0780,3160707,1.761195,-77.943895,2,8
P0781,3160708,10.488093,-75.565257,1,5
P0782,3160709,5.829602,73.021817,2,6
P0783,3160710,,,1,2
P0784,3160711,4.446603,-73.987899,1,1
P0785,3160712,4.732590,-73.989874,1,1
P0786,3160713,4.545740,-73.911576,1,1
P0787,3160714,4.724562,-74.266428,1,1
P0788,3160715,8.431933,-75.774716,2,9
P0789,3160716,11.006648,-74.768959,1,4
P0790,3160717,7.023392,-75.836662,2,7
P0791,3160718,3.855288,-74.449339,2,1
P0792,3160719,2.209641,-77.674763,2,8
P0793,3160720,4.613274,-73.921953,1,1
P0794,3160721,,,1,5
P0795,3160722,5.757898,-73.037265,2,6
P0798,3160723,4.541550,-74.023591,1,1
P0799,3160724,6.220784,-75.631163,1,2
P0800,3160725,,,2,6
P0801,3160726,4.711829,-74.112929,1,1
P0802,3160727,0.000000,0.000000,1,1
P0803,3160728,3.494645,-76.420089,1,3
P0804,3160729,4.612309,-74.122879,1,1
P0805,3160730,4.734992,-74.100244,1,1
P0806,3160731,6.290322,-75.600025,1,2
P0807,3160732,3.493384,-76.469058,1,3
P0808,3160733,10.992160,-74.799470,1,4
P0809,3160734,6.520593,-75.354629,2,7
P0810,3160735,,-75.515518,1,2
P0811,3160736,1.504724,-77.631296,2,8
P0812,3160737,10.965517,-74.781227,1,4
P0813,3160738,5.907573,-73.092141,2,6
P0814,3160739,6.215955,-75.684373,1,2
P0815,3160740,,,1,1
P0816,3160741,3.755676,-74.683053,2,1
P0817,3160742,4.689091,-74.099494,1,1
P0818,3160743,7.212166,-75.388810,2,7
P0819,3160744,,,1,3
P0820,3160745,6.335020,-75.577788,1,2
P0823,3160746,4.727741,-74.046951,1,1
P0824,3160747,,,2,1
P0825,3160748,8.391752,-75.731849,2,9
P0826,3160749,6.775157,-75.896368,2,7
P0827,3160750,4.005167,-74.032138,2,1
P0828,3160751,6.972023,-76.510316,2,7
P0829,3160752,3.358806,-76.586951,1,3
P0830,3160753,6.863683,-75.856604,2,7
P0831,3160754,1.135740,-77.859456,2,8
P0832,3160755,"1°17'48.61""N","77°21'52.63""E",2,8
P0833,3160756,4.646586,-74.025191,1,1
P0834,3160757,5.950001,-73.047457,2,6
P0835,3160758,6.856837,-75.293694,2,7
P0836,3160759,4.242176,-74.844102,2,1
P0837,3160760,4.080171,-74.778062,2,1
P0838,3160761,4.422277,74.910516,2,1
P0839,3160762,6.156203,-75.579616,1,2
P0840,3160763,6.290475,-75.585174,1,2
P0841,3160764,6.136168,-75.573392,1,2
P0842,3160765,3.911241,-74.585924,2,1
P0843,3160766,4.587103,-74.132345,1,1
P0844,3160767,8.783106,-75.115705,2,9
P0845,3160768,3.501482,-76.478015,1,3
P0846,3160769,8.030212,-75.597882,2,9
P0847,3160770,6.117015,-75.492415,1,2
P0848,3160771,4.609732,-74.092034,1,1
P0849,3160772,6.219581,-75.511639,1,2
P0850,3160773,6.854645,-75.734799,2,7
P0852,3160774,6.406223,-75.510177,1,2
P0853,3160775,4.053518,-74.005161,2,1
P0854,3160776,10.948170,-74.815167,1,4
P0855,3160777,4.791628,-74.103488,1,1
P0856,3160778,7.177304,-75.356337,2,7
P0857,3160779,8.760921,-75.405575,2,9
P0858,3160780,10.403106,-75.492319,1,5
P0860,3160781,3.305671,,2,1
P0862,3160782,6.109649,-72.896409,2,6
P0864,3160783,3.541544,-76.493891,1,3
P0865,3160784,7.169728,-75.545536,2,7
P0866,3160785,6.256876,-75.515486,1,2
P0867,3160786,4.707697,-74.086339,1,1
P0868,3160787,4.838616,-73.957147,1,1
P0869,3160788,1.373768,-77.687091,2,8
P0870,3160789,4.667963,-74.077122,1,1
P0871,3160790,4.749855,-74.012155,1,1
P0873,3160791,3.503864,-76.530562,1,3
P0874,3160792,9.070353,-75.243203,2,9
P0875,3160793,10.939682,-74.837466,1,4
P0876,3160794,6.214951,-75.574057,1,2
P0877,3160795,8.974399,74.871186,2,9
P0878,3160796,4.557317,-74.137082,1,1
P0879,3160797,3.383729,-76.531448,1,3
P0880,3160798,1.529018,-77.267809,2,8
P0882,3160799,4.267110,-74.651720,2,1
P0883,3160800,4.732592,-74.065514,1,1
P0884,3160801,6.265270,-75.567912,1,2
P0886,3160802,1.291117,-77.071558,2,8
P0888,3160803,3.511622,-76.555548,1,3
P0890,3160804,,,1,1
P0891,3160805,8.563731,-75.634507,2,9
P0892,3160806,6.241919,-75.567977,1,2
P0893,3160807,5.470806,-73.178694,2,6
P0894,3160808,8.747409,-75.246255,2,9
P0895,3160809,3.525009,-76.486617,1,3
P0896,3160810,10.307968,-75.440134,1,5
P0897,3160811,,,1,4
P0898,3160812,4.196141,-74.668190,2,1
P0899,3160813,6.339367,-75.567832,1,2
P0900,3160814,4.737793,-74.052003,1,1
P0901,3160815,10.348416,-75.472430,1,5
P0903,3160816,8.633197,-75.663024,2,9
P0904,3160817,"5°46'27.09""N","73°27'9.57""E",2,6
P0905,3160818,4.729225,-74.091786,1,1
P0906,3160819,4.762469,-74.132504,1,1
P0910,3160820,1.889908,-77.649664,2,8
P0911,3160821,,-75.513785,2,9
P0912,3160822,1.748865,-76.997195,2,8
P0913,3160823,4.128838,-74.333120,2,1
P0914,3160824,10.339003,-75.482204,1,5
P0915,3160825,"10°22'8.84""N","75°28'31.29""E",1,5
P0916,3160826,4.168318,-74.379154,2,1
P0917,3160827,3.531860,-74.691411,2,1
P0918,3160828,14.28411,-74.616276,2,1
P0919,3160829,4.676191,-74.240418,1,1
P0920,3160830,7.032321,-75.339505,2,7
P0922,3160831,8.859337,-75.477197,2,9
P0923,3160832,4.625414,-74.254882,1,1
P0924,3160833,4.685964,-74.171252,1,1
P0925,3160834,6.237289,-75.539370,1,2
P0926,3160835,4.720525,-74.109539,1,1
P0927,3160836,,,2,1
P0928,3160837,6.284206,-75.606577,1,2
P0930,3160838,6.990732,-75.524903,2,7
P0931,3160839,0.000000,0.000000,2,9
P0932,3160840,3.484315,-76.450901,1,3
P0933,3160841,1.783533,-77.388757,2,8
P0934,3160842,3.983367,-74.643101,2,1
P0935,3160843,5.430589,-72.954452,2,6
P0936,3160844,4.419612,-74.631012,2,1
P0937,3160845,6.871764,-75.557791,2,7
P0938,3160846,10.375550,-75.480452,1,5
P0939,3160847,10.968497,-74.820560,1,4
P0940,3160848,5.659128,-73.012956,2,6
P0941,3160849,13.17738,-74.933984,2,1
P0942,3160850,3.482647,-76.472401,1,3
P0943,3160851,5.709446,-72.979042,2,6
P0944,3160852,4.715310,-73.979038,1,1
P0945,3160853,5.572237,-72.619548,2,6
P0946,3160854,6.239874,-73.358383,2,6
P0947,3160855,4.604713,,1,1
P0948,3160856,1.646452,-77.551310,2,8
P0949,3160857,8.014525,-75.162761,2,9
P0950,3160858,,,1,3
P0951,3160859,4.711281,-73.997811,1,1
P0952,3160860,"1°36'4.86""N","77°52'51.18""E",2,8
P0955,3160861,4.535565,-74.074439,1,1
P0956,3160862,6.927959,-75.465466,2,7
P0958,3160863,10.957231,-74.761402,1,4
P0959,3160864,3.458622,-76.502622,1,3
P0960,3160865,6.595709,-75.744655,2,7
P0961,3160866,,,1,2
P0962,3160867,6.256553,-75.552245,1,2
P0963,3160868,4.646150,-74.117099,1,1
P0964,3160869,3.455859,-76.611843,1,3
P0966,3160870,10.950476,-74.815683,1,4
P0967,3160871,"7°08'54.36""N","75°53'12.66""E",2,7
P0968,3160872,13.10519,-74.007725,1,1
P0969,3160873,5.934287,-72.956483,2,6
P0970,3160874,10.473185,-75.473261,1,5
P0971,3160875,,,1,1
P0973,3160876,13.60004,-74.040001,1,1
P0974,3160877,5.667885,-72.541277,2,6
P0975,3160878,8.157365,75.126113,2,9
P0976,3160879,6.859509,-75.679309,2,7
P0977,3160880,4.658967,-74.192030,1,1
P0978,3160881,6.799492,-74.996500,2,7
P0980,3160882,4.246307,-74.612396,2,1
P0981,3160883,8.663179,-75.465135,2,9
P0982,3160884,6.214316,-75.558218,1,2
P0983,3160885,11.003107,-74.830589,1,4
P0985,3160886,4.683377,-74.097252,1,1
P0986,3160887,3.397629,-76.444603,1,3
P0987,3160888,8.629192,-75.878045,2,9
P0988,3160889,4.644318,-73.977775,1,1
P0989,3160890,10.978184,-74.789143,1,4
P0990,3160891,4.648857,-74.116913,1,1
P0991,3160892,10.409630,-75.456474,1,5
P0992,3160893,"4°32'15.30""N","74°00'4.05""E",1,1
P0993,3160894,10.405660,-75.470040,1,5
P0994,3160895,7.242932,-74.564206,2,7
P0995,3160896,3.413876,-76.597123,1,3
P0996,3160897,8.793680,-75.600573,2,9
P0997,3160898,6.200159,-72.577629,2,6
P0999,3160899,7.343031,-75.338986,2,7
P1000,3160900,6.186179,-75.493493,1,2
