año;semestre;mes;dominio;li;lp
2013;1;4;RURAL;80414,86769;164415,9142
2013;1;5;RURAL;80414,86769;164415,9142
2013;1;6;RURAL;80414,86769;164415,9142
2013;2;7;RURAL;79360,65536;164347,5268
2013;2;8;RURAL;79360,65536;164347,5268
2013;2;9;RURAL;79360,65536;164347,5268
2013;2;10;RURAL;79360,65536;164347,5268
2013;2;11;RURAL;79360,65536;164347,5268
2013;2;12;RURAL;79360,65536;164347,5268
2013;1;1;SANTA MARTA;116930,7238;256666,2106
2013;1;2;SANTA MARTA;116930,7238;256666,2106
2013;1;3;SANTA MARTA;116930,7238;256666,2106
2013;1;4;SANTA MARTA;116930,7238;256666,2106
2013;1;5;SANTA MARTA;116930,7238;256666,2106
2013;1;6;SANTA MARTA;116930,7238;256666,2106
2013;2;7;SANTA MARTA;116330,0627;258447,2384
2013;2;8;SANTA MARTA;116330,0627;258447,2384
2013;2;9;SANTA MARTA;116330,0627;258447,2384
2013;2;10;SANTA MARTA;116330,0627;258447,2384
2013;2;11;SANTA MARTA;116330,0627;258447,2384
2013;2;12;SANTA MARTA;116330,0627;258447,2384
2013;1;1;SINCELEJO;95533,67827;231085,7873
2013;1;2;SINCELEJO;95533,67827;231085,7873
2013;1;3;SINCELEJO;95533,67827;231085,7873
2013;1;4;SINCELEJO;95533,67827;231085,7873
2013;1;5;SINCELEJO;95533,67827;231085,7873
2013;1;6;SINCELEJO;95533,67827;231085,7873
2013;2;7;SINCELEJO;92564,40076;228595,8339
2013;2;8;SINCELEJO;92564,40076;228595,8339
2013;2;9;SINCELEJO;92564,40076;228595,8339
2013;2;10;SINCELEJO;92564,40076;228595,8339
2013;2;11;SINCELEJO;92564,40076;228595,8339
2013;2;12;SINCELEJO;92564,40076;228595,8339
2013;1;1;TUNJA;132801,2307;339040,5841
2013;1;2;TUNJA;132801,2307;339040,5841
2013;1;3;TUNJA;132801,2307;339040,5841
2013;1;4;TUNJA;132801,2307;339040,5841
2013;1;5;TUNJA;132801,2307;339040,5841
2013;1;6;TUNJA;132801,2307;339040,5841
2013;2;7;TUNJA;128341,2006;335746,9143
2013;2;8;TUNJA;128341,2006;335746,9143
2013;2;9;TUNJA;128341,2006;335746,9143
2013;2;10;TUNJA;128341,2006;335746,9143
2013;2;11;TUNJA;128341,2006;335746,9143
2013;2;12;TUNJA;128341,2006;335746,9143
2013;1;1;VALLEDUPAR;101811,5038;259604,7814
2013;1;2;VALLEDUPAR;101811,5038;259604,7814
2013;1;3;VALLEDUPAR;101811,5038;259604,7814
2013;1;4;VALLEDUPAR;101811,5038;259604,7814
2013;1;5;VALLEDUPAR;101811,5038;259604,7814
2013;1;6;VALLEDUPAR;101811,5038;259604,7814
2013;2;7;VALLEDUPAR;100300,8533;259023,1471
2013;2;8;VALLEDUPAR;100300,8533;259023,1471
2013;2;9;VALLEDUPAR;100300,8533;259023,1471
2013;2;10;VALLEDUPAR;100300,8533;259023,1471
2013;2;11;VALLEDUPAR;100300,8533;259023,1471
2013;2;12;VALLEDUPAR;100300,8533;259023,1471
2013;1;1;VILLAVICENCIO;126788,8089;302618,5489
2013;1;2;VILLAVICENCIO;126788,8089;302618,5489
2013;1;3;VILLAVICENCIO;126788,8089;302618,5489
2013;1;4;VILLAVICENCIO;126788,8089;302618,5489
2013;1;5;VILLAVICENCIO;126788,8089;302618,5489
2013;1;6;VILLAVICENCIO;126788,8089;302618,5489
2013;2;7;VILLAVICENCIO;123565,4948;302016,3541
2013;2;8;VILLAVICENCIO;123565,4948;302016,3541
2013;2;9;VILLAVICENCIO;123565,4948;302016,3541
2013;2;10;VILLAVICENCIO;123565,4948;302016,3541
2013;2;11;VILLAVICENCIO;123565,4948;302016,3541
2013;2;12;VILLAVICENCIO;123565,4948;302016,3541
2014;1;1;ARMENIA;113857,388;300827,087
2014;1;2;ARMENIA;113857,388;300827,087
2014;1;3;ARMENIA;113857,388;300827,087
2014;1;4;ARMENIA;113857,388;300827,087
2014;1;5;ARMENIA;113857,388;300827,087
2014;1;6;ARMENIA;113857,388;300827,087
2014;2;7;ARMENIA;115667,0774;304417,039
2014;2;8;ARMENIA;115667,0774;304417,039
2014;2;9;ARMENIA;115667,0774;304417,039
2014;2;10;ARMENIA;115667,0774;304417,039
2014;2;11;ARMENIA;115667,0774;304417,039
2014;2;12;ARMENIA;115667,0774;304417,039
2014;1;1;BARRANQUILLA;111792,8987;253991,3796
2014;1;2;BARRANQUILLA;111792,8987;253991,3796
2014;1;3;BARRANQUILLA;111792,8987;253991,3796
2014;1;4;BARRANQUILLA;111792,8987;253991,3796
2014;1;5;BARRANQUILLA;111792,8987;253991,3796
2014;1;6;BARRANQUILLA;111792,8987;253991,3796
2014;2;7;BARRANQUILLA;112949,2777;256007,9664
2014;2;8;BARRANQUILLA;112949,2777;256007,9664
2014;2;9;BARRANQUILLA;112949,2777;256007,9664
2014;2;10;BARRANQUILLA;112949,2777;256007,9664
2014;2;11;BARRANQUILLA;112949,2777;256007,9664
2014;2;12;BARRANQUILLA;112949,2777;256007,9664
2014;1;1;BOGOTA;134576,3025;355690,8098
2014;1;2;BOGOTA;134576,3025;355690,8098
2014;1;3;BOGOTA;134576,3025;355690,8098
2014;1;4;BOGOTA;134576,3025;355690,8098
2014;1;5;BOGOTA;134576,3025;355690,8098
2014;1;6;BOGOTA;134576,3025;355690,8098
2014;2;7;BOGOTA;134866,6193;359214,289
2014;2;8;BOGOTA;134866,6193;359214,289
2014;2;9;BOGOTA;134866,6193;359214,289
2014;2;10;BOGOTA;134866,6193;359214,289
2014;2;11;BOGOTA;134866,6193;359214,289
2014;2;12;BOGOTA;134866,6193;359214,289
2014;1;1;BUCARAMANGA;137920,9685;352682,8312
2014;1;2;BUCARAMANGA;137920,9685;352682,8312
2014;1;3;BUCARAMANGA;137920,9685;352682,8312
2014;1;4;BUCARAMANGA;137920,9685;352682,8312
2014;1;5;BUCARAMANGA;137920,9685;352682,8312
2014;1;6;BUCARAMANGA;137920,9685;352682,8312
2014;2;7;BUCARAMANGA;139472,9946;357518,3444
2014;2;8;BUCARAMANGA;139472,9946;357518,3444
2014;2;9;BUCARAMANGA;139472,9946;357518,3444
2014;2;10;BUCARAMANGA;139472,9946;357518,3444
2014;2;11;BUCARAMANGA;139472,9946;357518,3444
2014;2;12;BUCARAMANGA;139472,9946;357518,3444
2014;1;1;CALI;105767,9141;271333,8893
2014;1;2;CALI;105767,9141;271333,8893
2014;1;3;CALI;105767,9141;271333,8893
2014;1;4;CALI;105767,9141;271333,8893
2014;1;5;CALI;105767,9141;271333,8893
2014;1;6;CALI;105767,9141;271333,8893
2014;2;7;CALI;106845,1054;274429,1849
2014;2;8;CALI;106845,1054;274429,1849
2014;2;9;CALI;106845,1054;274429,1849
2014;2;10;CALI;106845,1054;274429,1849
2014;2;11;CALI;106845,1054;274429,1849
2014;2;12;CALI;106845,1054;274429,1849
2014;1;1;CARTAGENA;112691,1935;280283,3283
2014;1;2;CARTAGENA;112691,1935;280283,3283
2014;1;3;CARTAGENA;112691,1935;280283,3283
2014;1;4;CARTAGENA;112691,1935;280283,3283
2014;1;5;CARTAGENA;112691,1935;280283,3283
2014;1;6;CARTAGENA;112691,1935;280283,3283
2014;2;7;CARTAGENA;113692,8029;281968,7185
2014;2;8;CARTAGENA;113692,8029;281968,7185
2014;2;9;CARTAGENA;113692,8029;281968,7185
2014;2;10;CARTAGENA;113692,8029;281968,7185
2014;2;11;CARTAGENA;113692,8029;281968,7185
2014;2;12;CARTAGENA;113692,8029;281968,7185
2014;1;1;CUCUTA;99482,18039;251493,6746
2014;1;2;CUCUTA;99482,18039;251493,6746
2014;1;3;CUCUTA;99482,18039;251493,6746
2014;1;4;CUCUTA;99482,18039;251493,6746
2014;1;5;CUCUTA;99482,18039;251493,6746
2014;1;6;CUCUTA;99482,18039;251493,6746
2014;2;7;CUCUTA;100561,1046;254104,5281
2014;2;8;CUCUTA;100561,1046;254104,5281
2014;2;9;CUCUTA;100561,1046;254104,5281
2014;2;10;CUCUTA;100561,1046;254104,5281
2014;2;11;CUCUTA;100561,1046;254104,5281
2014;2;12;CUCUTA;100561,1046;254104,5281
2014;1;1;FLORENCIA;100652,8427;281730,8453
2014;1;2;FLORENCIA;100652,8427;281730,8453
2014;1;3;FLORENCIA;100652,8427;281730,8453
2014;1;4;FLORENCIA;100652,8427;281730,8453
2014;1;5;FLORENCIA;100652,8427;281730,8453
2014;1;6;FLORENCIA;100652,8427;281730,8453
2014;2;7;FLORENCIA;103221,9294;286689,8184
2014;2;8;FLORENCIA;103221,9294;286689,8184
2014;2;9;FLORENCIA;103221,9294;286689,8184
2014;2;10;FLORENCIA;103221,9294;286689,8184
2014;2;11;FLORENCIA;103221,9294;286689,8184
2014;2;12;FLORENCIA;103221,9294;286689,8184
2014;1;1;IBAGUE;110741,8428;305773,4832
2014;1;2;IBAGUE;110741,8428;305773,4832
2014;1;3;IBAGUE;110741,8428;305773,4832
2014;1;4;IBAGUE;110741,8428;305773,4832
2014;1;5;IBAGUE;110741,8428;305773,4832
2014;1;6;IBAGUE;110741,8428;305773,4832
2014;2;7;IBAGUE;112521,2594;309547,861
2014;2;8;IBAGUE;112521,2594;309547,861
2014;2;9;IBAGUE;112521,2594;309547,861
2014;2;10;IBAGUE;112521,2594;309547,861
2014;2;11;IBAGUE;112521,2594;309547,861
2014;2;12;IBAGUE;112521,2594;309547,861
2014;1;1;MANIZALES;100947,3407;290987,4707
2014;1;2;MANIZALES;100947,3407;290987,4707
2014;1;3;MANIZALES;100947,3407;290987,4707
2014;1;4;MANIZALES;100947,3407;290987,4707
2014;1;5;MANIZALES;100947,3407;290987,4707
2014;1;6;MANIZALES;100947,3407;290987,4707
2014;2;7;MANIZALES;101634,9447;293779,4264
2014;2;8;MANIZALES;101634,9447;293779,4264
2014;2;9;MANIZALES;101634,9447;293779,4264
2014;2;10;MANIZALES;101634,9447;293779,4264
2014;2;11;MANIZALES;101634,9447;293779,4264
2014;2;12;MANIZALES;101634,9447;293779,4264
2014;1;1;MEDELLIN;109638,4086;313982,2823
2014;1;2;MEDELLIN;109638,4086;313982,2823
2014;1;3;MEDELLIN;109638,4086;313982,2823
2014;1;4;MEDELLIN;109638,4086;313982,2823
2014;1;5;MEDELLIN;109638,4086;313982,2823
2014;1;6;MEDELLIN;109638,4086;313982,2823
2014;2;7;MEDELLIN;111348,5367;319348,4499
2014;2;8;MEDELLIN;111348,5367;319348,4499
2014;2;9;MEDELLIN;111348,5367;319348,4499
2014;2;10;MEDELLIN;111348,5367;319348,4499
2014;2;11;MEDELLIN;111348,5367;319348,4499
2014;2;12;MEDELLIN;111348,5367;319348,4499
2014;1;1;MONTERIA;107875,1852;252444,8446
2014;1;2;MONTERIA;107875,1852;252444,8446
2014;1;3;MONTERIA;107875,1852;252444,8446
2014;1;4;MONTERIA;107875,1852;252444,8446
2014;1;5;MONTERIA;107875,1852;252444,8446
2014;1;6;MONTERIA;107875,1852;252444,8446
2014;2;7;MONTERIA;109444,5062;254390,396
2014;2;8;MONTERIA;109444,5062;254390,396
2014;2;9;MONTERIA;109444,5062;254390,396
2014;2;10;MONTERIA;109444,5062;254390,396
2014;2;11;MONTERIA;109444,5062;254390,396
2014;2;12;MONTERIA;109444,5062;254390,396
2014;1;1;NEIVA;116251,1773;333426,3044
2014;1;2;NEIVA;116251,1773;333426,3044
2014;1;3;NEIVA;116251,1773;333426,3044
2014;1;4;NEIVA;116251,1773;333426,3044
2014;1;5;NEIVA;116251,1773;333426,3044
2014;1;6;NEIVA;116251,1773;333426,3044
2014;2;7;NEIVA;117734,8075;336612,6906
2014;2;8;NEIVA;117734,8075;336612,6906
2014;2;9;NEIVA;117734,8075;336612,6906
2014;2;10;NEIVA;117734,8075;336612,6906
2014;2;11;NEIVA;117734,8075;336612,6906
2014;2;12;NEIVA;117734,8075;336612,6906
2014;1;1;PASTO;115868,9958;306299,8292
2014;1;2;PASTO;115868,9958;306299,8292
2014;1;3;PASTO;115868,9958;306299,8292
2014;1;4;PASTO;115868,9958;306299,8292
2014;1;5;PASTO;115868,9958;306299,8292
2014;1;6;PASTO;115868,9958;306299,8292
2014;2;7;PASTO;119697,7487;312923,2891
2014;2;8;PASTO;119697,7487;312923,2891
2014;2;9;PASTO;119697,7487;312923,2891
2014;2;10;PASTO;119697,7487;312923,2891
2014;2;11;PASTO;119697,7487;312923,2891
2014;2;12;PASTO;119697,7487;312923,2891
2014;1;1;PEREIRA;110629,4441;308200,7233
2014;1;2;PEREIRA;110629,4441;308200,7233
2014;1;3;PEREIRA;110629,4441;308200,7233
2014;1;4;PEREIRA;110629,4441;308200,7233
2014;1;5;PEREIRA;110629,4441;308200,7233
2014;1;6;PEREIRA;110629,4441;308200,7233
2014;2;7;PEREIRA;112436,3913;311918,7867
2014;2;8;PEREIRA;112436,3913;311918,7867
2014;2;9;PEREIRA;112436,3913;311918,7867
2014;2;10;PEREIRA;112436,3913;311918,7867
2014;2;11;PEREIRA;112436,3913;311918,7867
2014;2;12;PEREIRA;112436,3913;311918,7867
2014;1;1;POPAYAN;128271,7933;327616,188
2014;1;2;POPAYAN;128271,7933;327616,188
2014;1;3;POPAYAN;128271,7933;327616,188
2014;1;4;POPAYAN;128271,7933;327616,188
2014;1;5;POPAYAN;128271,7933;327616,188
2014;1;6;POPAYAN;128271,7933;327616,188
2014;2;7;POPAYAN;129357,0467;330656,9245
2014;2;8;POPAYAN;129357,0467;330656,9245
2014;2;9;POPAYAN;129357,0467;330656,9245
2014;2;10;POPAYAN;129357,0467;330656,9245
2014;2;11;POPAYAN;129357,0467;330656,9245
2014;2;12;POPAYAN;129357,0467;330656,9245
2014;1;1;QUIBDO;125059,5416;319657,635
2014;1;2;QUIBDO;125059,5416;319657,635
2014;1;3;QUIBDO;125059,5416;319657,635
2014;1;4;QUIBDO;125059,5416;319657,635
2014;1;5;QUIBDO;125059,5416;319657,635
2014;1;6;QUIBDO;125059,5416;319657,635
2014;2;7;QUIBDO;126452,687;322859,4833
2014;2;8;QUIBDO;126452,687;322859,4833
2014;2;9;QUIBDO;126452,687;322859,4833
2014;2;10;QUIBDO;126452,687;322859,4833
2014;2;11;QUIBDO;126452,687;322859,4833
2014;2;12;QUIBDO;126452,687;322859,4833
2014;1;1;RESTO URBANO;102361,5745;237611,5535
2014;1;2;RESTO URBANO;102361,5745;237611,5535
2014;1;3;RESTO URBANO;102361,5745;237611,5535
2014;1;4;RESTO URBANO;102361,5745;237611,5535
2014;1;5;RESTO URBANO;102361,5745;237611,5535
2014;1;6;RESTO URBANO;102361,5745;237611,5535
2014;2;7;RESTO URBANO;103501,8678;239991,5879
2014;2;8;RESTO URBANO;103501,8678;239991,5879
2014;2;9;RESTO URBANO;103501,8678;239991,5879
2014;2;10;RESTO URBANO;103501,8678;239991,5879
2014;2;11;RESTO URBANO;103501,8678;239991,5879
2014;2;12;RESTO URBANO;103501,8678;239991,5879
2014;1;1;RIOHACHA;101756,7926;224605,2571
2014;1;2;RIOHACHA;101756,7926;224605,2571
2014;1;3;RIOHACHA;101756,7926;224605,2571
2014;1;4;RIOHACHA;101756,7926;224605,2571
2014;1;5;RIOHACHA;101756,7926;224605,2571
2014;1;6;RIOHACHA;101756,7926;224605,2571
2014;2;7;RIOHACHA;103003,4966;226758,5326
2014;2;8;RIOHACHA;103003,4966;226758,5326
2014;2;9;RIOHACHA;103003,4966;226758,5326
2014;2;10;RIOHACHA;103003,4966;226758,5326
2014;2;11;RIOHACHA;103003,4966;226758,5326
2014;2;12;RIOHACHA;103003,4966;226758,5326
2014;1;1;RURAL;83167,6138;169684,139
2014;1;2;RURAL;83167,6138;169684,139
2014;1;3;RURAL;83167,6138;169684,139
2014;1;4;RURAL;83167,6138;169684,139
2014;1;5;RURAL;83167,6138;169684,139
2014;1;6;RURAL;83167,6138;169684,139
2014;2;7;RURAL;84087,95236;171356,1232
2014;2;8;RURAL;84087,95236;171356,1232
2014;2;9;RURAL;84087,95236;171356,1232
2014;2;10;RURAL;84087,95236;171356,1232
2014;2;11;RURAL;84087,95236;171356,1232
2014;2;12;RURAL;84087,95236;171356,1232
2014;1;1;SANTA MARTA;120158,9573;266222,8356
2014;1;2;SANTA MARTA;120158,9573;266222,8356
2014;1;3;SANTA MARTA;120158,9573;266222,8356
2014;1;4;SANTA MARTA;120158,9573;266222,8356
2014;1;5;SANTA MARTA;120158,9573;266222,8356
2014;1;6;SANTA MARTA;120158,9573;266222,8356
2014;2;7;SANTA MARTA;121633,2591;268068,5144
2014;2;8;SANTA MARTA;121633,2591;268068,5144
2014;2;9;SANTA MARTA;121633,2591;268068,5144
2014;2;10;SANTA MARTA;121633,2591;268068,5144
2014;2;11;SANTA MARTA;121633,2591;268068,5144
2014;2;12;SANTA MARTA;121633,2591;268068,5144
2014;1;1;SINCELEJO;97135,83009;236137,5677
2014;1;2;SINCELEJO;97135,83009;236137,5677
2014;1;3;SINCELEJO;97135,83009;236137,5677
2014;1;4;SINCELEJO;97135,83009;236137,5677
2014;1;5;SINCELEJO;97135,83009;236137,5677
2014;1;6;SINCELEJO;97135,83009;236137,5677
2014;2;7;SINCELEJO;98651,70477;238882,9219
2014;2;8;SINCELEJO;98651,70477;238882,9219
2014;2;9;SINCELEJO;98651,70477;238882,9219
2014;2;10;SINCELEJO;98651,70477;238882,9219
2014;2;11;SINCELEJO;98651,70477;238882,9219
2014;2;12;SINCELEJO;98651,70477;238882,9219
2014;1;1;TUNJA;134902,635;348961,7809
2014;1;2;TUNJA;134902,635;348961,7809
2014;1;3;TUNJA;134902,635;348961,7809
2014;1;4;TUNJA;134902,635;348961,7809
2014;1;5;TUNJA;134902,635;348961,7809
2014;1;6;TUNJA;134902,635;348961,7809
2014;2;7;TUNJA;136204,7093;351893,8449
2014;2;8;TUNJA;136204,7093;351893,8449
2014;2;9;TUNJA;136204,7093;351893,8449
2014;2;10;TUNJA;136204,7093;351893,8449
2014;2;11;TUNJA;136204,7093;351893,8449
2014;2;12;TUNJA;136204,7093;351893,8449
2014;1;1;VALLEDUPAR;103600,9327;266825,6883
2014;1;2;VALLEDUPAR;103600,9327;266825,6883
2014;1;3;VALLEDUPAR;103600,9327;266825,6883
2014;1;4;VALLEDUPAR;103600,9327;266825,6883
2014;1;5;VALLEDUPAR;103600,9327;266825,6883
2014;1;6;VALLEDUPAR;103600,9327;266825,6883
2014;2;7;VALLEDUPAR;105678,9259;270653,4422
2014;2;8;VALLEDUPAR;105678,9259;270653,4422
2014;2;9;VALLEDUPAR;105678,9259;270653,4422
2014;2;10;VALLEDUPAR;105678,9259;270653,4422
2014;2;11;VALLEDUPAR;105678,9259;270653,4422
2014;2;12;VALLEDUPAR;105678,9259;270653,4422
2014;1;1;VILLAVICENCIO;129578,9243;310755,5806
2014;1;2;VILLAVICENCIO;129578,9243;310755,5806
2014;1;3;VILLAVICENCIO;129578,9243;310755,5806
2014;1;4;VILLAVICENCIO;129578,9243;310755,5806
2014;1;5;VILLAVICENCIO;129578,9243;310755,5806
2014;1;6;VILLAVICENCIO;129578,9243;310755,5806
2014;2;7;VILLAVICENCIO;130590,8293;313417,0595
2014;2;8;VILLAVICENCIO;130590,8293;313417,0595
2014;2;9;VILLAVICENCIO;130590,8293;313417,0595
2014;2;10;VILLAVICENCIO;130590,8293;313417,0595
2014;2;11;VILLAVICENCIO;130590,8293;313417,0595
2014;2;12;VILLAVICENCIO;130590,8293;313417,0595
2015;1;1;ARMENIA;121390,4257;316128,0624
2015;1;2;ARMENIA;121390,4257;316128,0624
2015;1;3;ARMENIA;121390,4257;316128,0624
2015;1;4;ARMENIA;121390,4257;316128,0624
2015;1;5;ARMENIA;121390,4257;316128,0624
2015;1;6;ARMENIA;121390,4257;316128,0624
2015;2;7;ARMENIA;128330,2229;327498,1383
2015;2;8;ARMENIA;128330,2229;327498,1383
2015;2;9;ARMENIA;128330,2229;327498,1383
2015;2;10;ARMENIA;128330,2229;327498,1383
2015;2;11;ARMENIA;128330,2229;327498,1383
2015;2;12;ARMENIA;128330,2229;327498,1383
2015;1;1;BARRANQUILLA;120259,076;269397,5123
2015;1;2;BARRANQUILLA;120259,076;269397,5123
2015;1;3;BARRANQUILLA;120259,076;269397,5123
2015;1;4;BARRANQUILLA;120259,076;269397,5123
2015;1;5;BARRANQUILLA;120259,076;269397,5123
2015;1;6;BARRANQUILLA;120259,076;269397,5123
2015;2;7;BARRANQUILLA;126338,2456;278738,865
2015;2;8;BARRANQUILLA;126338,2456;278738,865
2015;2;9;BARRANQUILLA;126338,2456;278738,865
2015;2;10;BARRANQUILLA;126338,2456;278738,865
2015;2;11;BARRANQUILLA;126338,2456;278738,865
2015;2;12;BARRANQUILLA;126338,2456;278738,865
2015;1;1;BOGOTA;142119,9675;371302,4515
2015;1;2;BOGOTA;142119,9675;371302,4515
2015;1;3;BOGOTA;142119,9675;371302,4515
2015;1;4;BOGOTA;142119,9675;371302,4515
2015;1;5;BOGOTA;142119,9675;371302,4515
2015;1;6;BOGOTA;142119,9675;371302,4515
2015;2;7;BOGOTA;147731,9761;384388,1222
2015;2;8;BOGOTA;147731,9761;384388,1222
2015;2;9;BOGOTA;147731,9761;384388,1222
2015;2;10;BOGOTA;147731,9761;384388,1222
2015;2;11;BOGOTA;147731,9761;384388,1222
2015;2;12;BOGOTA;147731,9761;384388,1222
2015;1;1;BUCARAMANGA;146374,8882;370218,1707
2015;1;2;BUCARAMANGA;146374,8882;370218,1707
2015;1;3;BUCARAMANGA;146374,8882;370218,1707
2015;1;4;BUCARAMANGA;146374,8882;370218,1707
2015;1;5;BUCARAMANGA;146374,8882;370218,1707
2015;1;6;BUCARAMANGA;146374,8882;370218,1707
2015;2;7;BUCARAMANGA;153351,914;382828,3396
2015;2;8;BUCARAMANGA;153351,914;382828,3396
2015;2;9;BUCARAMANGA;153351,914;382828,3396
2015;2;10;BUCARAMANGA;153351,914;382828,3396
2015;2;11;BUCARAMANGA;153351,914;382828,3396
2015;2;12;BUCARAMANGA;153351,914;382828,3396
2015;1;1;CALI;112037,0879;282975,6895
2015;1;2;CALI;112037,0879;282975,6895
2015;1;3;CALI;112037,0879;282975,6895
2015;1;4;CALI;112037,0879;282975,6895
2015;1;5;CALI;112037,0879;282975,6895
2015;1;6;CALI;112037,0879;282975,6895
2015;2;7;CALI;119732,5076;293937,2658
2015;2;8;CALI;119732,5076;293937,2658
2015;2;9;CALI;119732,5076;293937,2658
2015;2;10;CALI;119732,5076;293937,2658
2015;2;11;CALI;119732,5076;293937,2658
2015;2;12;CALI;119732,5076;293937,2658
2015;1;1;CARTAGENA;121595,8437;295892,6109
2015;1;2;CARTAGENA;121595,8437;295892,6109
2015;1;3;CARTAGENA;121595,8437;295892,6109
2015;1;4;CARTAGENA;121595,8437;295892,6109
2015;1;5;CARTAGENA;121595,8437;295892,6109
2015;1;6;CARTAGENA;121595,8437;295892,6109
2015;2;7;CARTAGENA;126982,4543;306890,8729
2015;2;8;CARTAGENA;126982,4543;306890,8729
2015;2;9;CARTAGENA;126982,4543;306890,8729
2015;2;10;CARTAGENA;126982,4543;306890,8729
2015;2;11;CARTAGENA;126982,4543;306890,8729
2015;2;12;CARTAGENA;126982,4543;306890,8729
2015;1;1;CUCUTA;105091,648;260922,1868
2015;1;2;CUCUTA;105091,648;260922,1868
2015;1;3;CUCUTA;105091,648;260922,1868
2015;1;4;CUCUTA;105091,648;260922,1868
2015;1;5;CUCUTA;105091,648;260922,1868
2015;1;6;CUCUTA;105091,648;260922,1868
2015;2;7;CUCUTA;112224,662;272962,8898
2015;2;8;CUCUTA;112224,662;272962,8898
2015;2;9;CUCUTA;112224,662;272962,8898
2015;2;10;CUCUTA;112224,662;272962,8898
2015;2;11;CUCUTA;112224,662;272962,8898
2015;2;12;CUCUTA;112224,662;272962,8898
2015;1;1;FLORENCIA;108170,7178;296195,0253
2015;1;2;FLORENCIA;108170,7178;296195,0253
2015;1;3;FLORENCIA;108170,7178;296195,0253
2015;1;4;FLORENCIA;108170,7178;296195,0253
2015;1;5;FLORENCIA;108170,7178;296195,0253
2015;1;6;FLORENCIA;108170,7178;296195,0253
2015;2;7;FLORENCIA;114116,6393;308110,4644
2015;2;8;FLORENCIA;114116,6393;308110,4644
2015;2;9;FLORENCIA;114116,6393;308110,4644
2015;2;10;FLORENCIA;114116,6393;308110,4644
2015;2;11;FLORENCIA;114116,6393;308110,4644
2015;2;12;FLORENCIA;114116,6393;308110,4644
2015;1;1;IBAGUE;117756,4244;319224,2393
2015;1;2;IBAGUE;117756,4244;319224,2393
2015;1;3;IBAGUE;117756,4244;319224,2393
2015;1;4;IBAGUE;117756,4244;319224,2393
2015;1;5;IBAGUE;117756,4244;319224,2393
2015;1;6;IBAGUE;117756,4244;319224,2393
2015;2;7;IBAGUE;123209,1683;332133,5165
2015;2;8;IBAGUE;123209,1683;332133,5165
2015;2;9;IBAGUE;123209,1683;332133,5165
2015;2;10;IBAGUE;123209,1683;332133,5165
2015;2;11;IBAGUE;123209,1683;332133,5165
2015;2;12;IBAGUE;123209,1683;332133,5165
2015;1;1;MANIZALES;107499,5306;306211,7039
2015;1;2;MANIZALES;107499,5306;306211,7039
2015;1;3;MANIZALES;107499,5306;306211,7039
2015;1;4;MANIZALES;107499,5306;306211,7039
2015;1;5;MANIZALES;107499,5306;306211,7039
2015;1;6;MANIZALES;107499,5306;306211,7039
2015;2;7;MANIZALES;112526,9174;317337,7706
2015;2;8;MANIZALES;112526,9174;317337,7706
2015;2;9;MANIZALES;112526,9174;317337,7706
2015;2;10;MANIZALES;112526,9174;317337,7706
2015;2;11;MANIZALES;112526,9174;317337,7706
2015;2;12;MANIZALES;112526,9174;317337,7706
2015;1;1;MEDELLIN;115034,499;329266,6957
2015;1;2;MEDELLIN;115034,499;329266,6957
2015;1;3;MEDELLIN;115034,499;329266,6957
2015;1;4;MEDELLIN;115034,499;329266,6957
2015;1;5;MEDELLIN;115034,499;329266,6957
2015;1;6;MEDELLIN;115034,499;329266,6957
2015;2;7;MEDELLIN;121017,6134;340215,3449
2015;2;8;MEDELLIN;121017,6134;340215,3449
2015;2;9;MEDELLIN;121017,6134;340215,3449
2015;2;10;MEDELLIN;121017,6134;340215,3449
2015;2;11;MEDELLIN;121017,6134;340215,3449
2015;2;12;MEDELLIN;121017,6134;340215,3449
2015;1;1;MONTERIA;117821,1248;268126,6367
2015;1;2;MONTERIA;117821,1248;268126,6367
2015;1;3;MONTERIA;117821,1248;268126,6367
2015;1;4;MONTERIA;117821,1248;268126,6367
2015;1;5;MONTERIA;117821,1248;268126,6367
2015;1;6;MONTERIA;117821,1248;268126,6367
2015;2;7;MONTERIA;122328,014;278501,844
2015;2;8;MONTERIA;122328,014;278501,844
2015;2;9;MONTERIA;122328,014;278501,844
2015;2;10;MONTERIA;122328,014;278501,844
2015;2;11;MONTERIA;122328,014;278501,844
2015;2;12;MONTERIA;122328,014;278501,844
2015;1;1;NEIVA;122876,5688;348654,6825
2015;1;2;NEIVA;122876,5688;348654,6825
2015;1;3;NEIVA;122876,5688;348654,6825
2015;1;4;NEIVA;122876,5688;348654,6825
2015;1;5;NEIVA;122876,5688;348654,6825
2015;1;6;NEIVA;122876,5688;348654,6825
2015;2;7;NEIVA;131229,4265;363130,5967
2015;2;8;NEIVA;131229,4265;363130,5967
2015;2;9;NEIVA;131229,4265;363130,5967
2015;2;10;NEIVA;131229,4265;363130,5967
2015;2;11;NEIVA;131229,4265;363130,5967
2015;2;12;NEIVA;131229,4265;363130,5967
2015;1;1;PASTO;125383,8845;321140,8904
2015;1;2;PASTO;125383,8845;321140,8904
2015;1;3;PASTO;125383,8845;321140,8904
2015;1;4;PASTO;125383,8845;321140,8904
2015;1;5;PASTO;125383,8845;321140,8904
